rank,name,class,spec,hero_spec,amount,duration,ilvl,server,guild,trinket_1,trinket_2,report,fight_id
17,Dwakakiwi,Evoker,Devastation,,11763757.161271,205585,729,Frostmourne,Barbershop Quartet,Araz's Ritual Forge,Diamantine Voidcore,J1Lkf2GFtvBHqbhp,28
18,Coronashot,Hunter,BeastMastery,Dark Ranger,11738811.398668,322564,727,Area 52,Limited Braincells,Araz's Ritual Forge,Unyielding Netherprism,7BdN9w82W3D6ncZL,45
19,Crock,Shaman,Elemental,,11730147.575977,264684,729,Dalaran,Ultra Instinct,Araz's Ritual Forge,Azhiccaran Parapodia,cbJzPBgTZHd3aQFt,12
20,Ulandaz,Monk,Windwalker,Poison-Drenched Armor (Unknown),11729099.518888,205981,729,Illidan,Warpath,Araz's Ritual Forge,Sigil of the Cosmic Hunt,8A2gtZkw9XKFTnrm,7
21,Spookieturbo,Rogue,Subtlety,Deathstalker,11723609.419932,335926,727,Lightning's Blade,Disciples of Destruction,Astral Antenna,Unyielding Netherprism,k3LghcPZ6qBbCjTM,10
22,Enzu,Monk,Windwalker,Poison-Drenched Armor (Unknown),11708141.796705,323047,728,Kel'Thuzad,,Araz's Ritual Forge,Astral Antenna,m1tD7vwVRMQcAXhJ,11
23,Hideontrap,Hunter,Marksmanship,Dark Ranger,11695084.478066,218246,729,Mal'Ganis,Pathogen,Unyielding Netherprism,Astral Antenna,4zAMVNqhYj9DbRtX,30
24,Drae,Shaman,Elemental,,11690135.514037,256003,729,Moon Guard,Personality Hires,Araz's Ritual Forge,Diamantine Voidcore,Y3tcfzR4PpF2gka7,33
25,Splashzy,Rogue,Subtlety,Deathstalker,11677596.998401,233942,729,Sargeras,Dinosaur Cowboys,Unyielding Netherprism,Sigil of the Cosmic Hunt,p6WtqQ3bLkcCnMhY,6
26,Krizl,Hunter,Marksmanship,Dark Ranger,11659615.392045,310615,729,Zul'jin,Titan Slayers,Astral Antenna,Unyielding Netherprism,RwNxkg78YpGF9BdT,48
27,Zachoj,Rogue,Subtlety,Fatebound,11650417.378285,229758,728,Stormrage,Parallax Gaming,Unyielding Netherprism,Araz's Ritual Forge,Zcb6h1f92JdRmkB4,14
28,Evooki,Evoker,Devastation,Scalecommander,11633180.83419,208058,729,Tichondrius,Blur,Diamantine Voidcore,Araz's Ritual Forge,yZGpQB68mqWDYF7j,9
29,Reldo,Rogue,Subtlety,Deathstalker,11632904.073315,231875,729,Mal'Ganis,Grizzly Hills Track Team,Astral Antenna,Unyielding Netherprism,cVxqaM1v3XtDA762,13
30,Lawgie,DeathKnight,Frost,Rider of the Apocalypse,11620127.682953,294871,723,Frostmourne,Jinnys,Unyielding Netherprism,Astral Antenna,fWZQVnvJp7mYCPhN,43
31,Xanlara,Hunter,BeastMastery,Dark Ranger,11596328.690151,305394,726,Wyrmrest Accord,Hand of Algalon,Araz's Ritual Forge,Unyielding Netherprism,M9VYmDRH3hCr7GkX,12
32,Refractor,Monk,Windwalker,Poison-Drenched Armor (Unknown),11595853.433796,229207,729,Frostmourne,,Araz's Ritual Forge,Astral Antenna,gZfM1AGap2xFPCqD,10
33,Sharpened,Warrior,Fury,Slayer,11586790.582075,323893,729,Proudmoore,Enigma,Ticking Sack of Terror,Eradicating Arcanocore,pHJX47y3BnPkv86x,37
34,Itmegog,Hunter,BeastMastery,Dark Ranger,11579727.844157,203795,729,Frostmourne,The Full Stick,Araz's Ritual Forge,Unyielding Netherprism,6JcrtWd1NYykf9Q3,31
35,Grimmnyr,Warrior,Fury,Slayer,11576196.213519,330069,729,Illidan,Anger,Astral Antenna,Eradicating Arcanocore,tKMZNgnCFQY1yLhv,13
36,Zordaz,Hunter,BeastMastery,Dark Ranger,11574918.67133,296808,724,Frostmourne,Honestly,Unyielding Netherprism,Astral Antenna,wjLQ6dxt7Gcb3gC8,12
37,Shîft,Rogue,Subtlety,Deathstalker,11572416.218341,348519,725,Gorgonnash,For the Bored,Unyielding Netherprism,Astral Antenna,YX2KD38J9pByvCbw,11
38,Rêvnch,Warrior,Fury,Slayer,11564130.975143,297064,729,Frostmourne,Onlyfriend,Astral Antenna,Ara-Kara Sacbrood,Pa4czT9YRHVLbrFt,94
39,Scruzz,Rogue,Subtlety,Fatebound,11553287.799601,252377,729,Tichondrius,Nineteen Reasons Why,Unyielding Netherprism,Araz's Ritual Forge,pGPKd9abzDMr8c3t,8
40,Bitterst,Hunter,BeastMastery,Dark Ranger,11552323.304104,294107,729,Mal'Ganis,Team Bitters,Unyielding Netherprism,Astral Antenna,6Pt2a9pvCRwGFX7n,15
41,Gnõme,Shaman,Elemental,,11545392.768033,265322,729,Proudmoore,Only Raiders,Araz's Ritual Forge,Diamantine Voidcore,vT78fMJtVCg3WycH,12
42,Peetrgriffen,Hunter,BeastMastery,Dark Ranger,11544993.236345,318319,721,Mal'Ganis,nVus,Unyielding Netherprism,Araz's Ritual Forge,9XgKJhtbrkC1M4HV,91
43,Nearhility,Monk,Windwalker,Poison-Drenched Armor (Unknown),11540942.312834,288019,729,Stormrage,Pick Me UP,Sigil of the Cosmic Hunt,Araz's Ritual Forge,fdygJBN4aVCjXZbQ,2
44,Wabbitseeson,Hunter,Marksmanship,Dark Ranger,11513364.395059,295004,722,Barthilas,Heretics,Astral Antenna,Unyielding Netherprism,tFKWC26XPcbmrVfA,10
45,Survi,Hunter,BeastMastery,Dark Ranger,11510335.228615,224417,729,Stormrage,Parse Envy,Unyielding Netherprism,Araz's Ritual Forge,Zd4qHkYNbzwfjGQv,30
46,Zeromonk,Monk,Windwalker,Poison-Drenched Armor (Unknown),11507174.569008,301978,726,Illidan,Reloaded,Araz's Ritual Forge,Astral Antenna,yYatRGr1DZzBhV7K,13
47,Lixs,Rogue,Subtlety,Deathstalker,11506086.24731,302050,729,Tichondrius,brb shower,Unyielding Netherprism,Araz's Ritual Forge,dcqX8JtrTD2Wm9x6,69
48,Siang,Hunter,Marksmanship,Dark Ranger,11504577.652257,239890,728,Sargeras,Gachi Squad,Astral Antenna,Unyielding Netherprism,QpRGmwPcaW9KD6Tz,11
49,Kevylx,Rogue,Subtlety,Deathstalker,11490736.175327,201361,729,Frostmourne,Honestly,Araz's Ritual Forge,Unyielding Netherprism,4PC6jMgDVyqpaNrA,11
50,Myellynn,Shaman,Elemental,,11472155.378366,297860,729,Zul'jin,Temerity,Araz's Ritual Forge,Diamantine Voidcore,jYhKD8rR9P7tkZXQ,10
51,Yogs,Mage,Arcane,Spellslinger,11458433.764749,297470,729,Proudmoore,C l u t c h,Diamantine Voidcore,Astral Antenna,yQd8cFk4VPxzfvLN,55
52,Dommothop,Rogue,Subtlety,Deathstalker,11457572.451757,246150,729,Turalyon,CV,Lily of the Eternal Weave,Unyielding Netherprism,CHvLA9QmWzkTcY1X,13
53,Daskymonk,Monk,Windwalker,Poison-Drenched Armor (Unknown),11457246.978842,294920,729,Stormrage,Alpacas from Alaska,Araz's Ritual Forge,Astral Antenna,PLAc1NYWabkRxfwj,11
54,Zorthargirl,Shaman,Elemental,,11453770.856878,198208,729,Frostmourne,Honestly,Astral Antenna,Araz's Ritual Forge,z72yR6Wv3AV8fB1Q,16
55,Antihype,Monk,Windwalker,Conduit of the Celestials,11449622.607418,269531,729,Illidan,another raid,Araz's Ritual Forge,Astral Antenna,T3y2BKCnbr9q4Fh6,21
56,Kinnersww,Monk,Windwalker,Conduit of the Celestials,11432906.815171,296647,729,Frostmourne,Da Bishes,Araz's Ritual Forge,Screams of a Forgotten Sky,AZwNDYKjBQ9aMc8X,156
57,Sampresti,Rogue,Subtlety,Deathstalker,11410129.754538,297847,727,Bleeding Hollow,Dark Exiles,Astral Antenna,Unyielding Netherprism,dxhT6z4AavmMwCnr,11
58,Defrozen,DeathKnight,Frost,Rider of the Apocalypse,11408676.668044,329188,728,Area 52,Temerity,Unyielding Netherprism,Ara-Kara Sacbrood,xG9JtzpVkmcfQC7A,10
59,Palsham,Shaman,Elemental,,11393843.3363,194359,729,Frostmourne,Barbershop Quartet,Diamantine Voidcore,Araz's Ritual Forge,6q7tL12bMhm9FByf,27
60,Stagaz,Rogue,Subtlety,Deathstalker,11391591.467632,203859,729,Frostmourne,Copium,Unyielding Netherprism,Araz's Ritual Forge,rCKB2vcTnGLjZfYH,15
61,Middletoez,Hunter,BeastMastery,Dark Ranger,11386744.854356,204299,729,Area 52,Idiot,Araz's Ritual Forge,Unyielding Netherprism,qpA8fNFJwaP7R2dg,21
62,Kpenkoe,Hunter,Marksmanship,Dark Ranger,11385040.50371,288023,729,Area 52,,Unyielding Netherprism,Astral Antenna,Q7fqART1jw3tYDzg,17
63,Keirogue,Rogue,Subtlety,Deathstalker,11379183.823834,241454,728,Mal'Ganis,Team Bitters,Araz's Ritual Forge,Unyielding Netherprism,WqZ2n9tNwJhyDV7G,2
64,Bigslingin,Monk,Windwalker,Conduit of the Celestials,11371075.598572,299212,728,Area 52,Morning Brew,Astral Antenna,Araz's Ritual Forge,qHkY6GBhXZTQj8Fc,10
65,Jellyous,Shaman,Elemental,,11367629.016909,208058,727,Tichondrius,Blur,Azhiccaran Parapodia,Araz's Ritual Forge,yZGpQB68mqWDYF7j,9
66,Morivayn,Hunter,BeastMastery,Dark Ranger,11363338.510876,298726,725,Moon Guard,Eternal Kingdom,Ara-Kara Sacbrood,Unyielding Netherprism,Yn287PTBW1KzMRhv,9
67,Yehn,Monk,Windwalker,Poison-Drenched Armor (Unknown),11362368.550587,314486,727,Zul'jin,Wipefest,Unyielding Netherprism,Astral Antenna,VnP86gK7QmJNhjzf,24
68,Cheekgripper,DeathKnight,Frost,Rider of the Apocalypse,11345518.99607,197225,729,Area 52,Consequence,Astral Antenna,Unyielding Netherprism,JKnLNrDXaQWd1Y8q,17
69,Booze,Shaman,Elemental,,11342171.975058,225963,729,Frostmourne,Entropy,Diamantine Voidcore,Araz's Ritual Forge,zVnmCyhPJWrXbHM1,23
70,Smeeb,Monk,Windwalker,Poison-Drenched Armor (Unknown),11327847.749804,335993,727,Sargeras,Twenty Buyers,Unyielding Netherprism,Astral Antenna,AhaTfD7jJ43BtVWN,2
71,Skryre,Hunter,BeastMastery,Dark Ranger,11327211.233668,296733,728,Sargeras,Slow Motion,Araz's Ritual Forge,Unyielding Netherprism,B6W4LzvjVJ3NTpXK,23
72,Zathir,Evoker,Devastation,,11324262.565782,251019,729,Moon Guard,,Diamantine Voidcore,Araz's Ritual Forge,9f1WdyTr2cVCpwL7,30
73,Schnøuf,Hunter,BeastMastery,Dark Ranger,11323803.727267,264698,727,Ragnaros,Nrage,Araz's Ritual Forge,Unyielding Netherprism,aTCtrdRWJ3jfMcNg,8
74,Drum,Rogue,Subtlety,Fatebound,11319513.492806,288450,723,Firetree,,Araz's Ritual Forge,Unyielding Netherprism,zH3nxkKVLDRAhGb1,16
75,Pophunt,Hunter,BeastMastery,Dark Ranger,11318756.450653,218350,728,Illidan,,Improvised Seaforium Pacemaker,Unyielding Netherprism,fgWRvK4XpMZzL3PB,92
76,Slaphapypapy,Rogue,Subtlety,Deathstalker,11315045.981016,295622,728,Winterhoof,Drunk Tanks Anonymous,Lily of the Eternal Weave,Unyielding Netherprism,1x2MKfq78zAwY3Gg,94
77,Krexonaut,Monk,Windwalker,Poison-Drenched Armor (Unknown),11309531.592148,233634,729,Area 52,SNAP,Araz's Ritual Forge,Astral Antenna,VfHNLn1tpXRmMrGW,9
78,Autumnmage,Mage,Arcane,Spellslinger,11293024.532592,297278,729,Mal'Ganis,Shade,Diamantine Voidcore,Astral Antenna,MRDvJW4fKwrQaC2z,12
79,Starchy,Monk,Windwalker,Conduit of the Celestials,11285689.24968,238365,729,Bleeding Hollow,Did it for Whitney,Araz's Ritual Forge,Astral Antenna,waWqN6FhVmcZnC2H,66
80,Moreau,Monk,Windwalker,Poison-Drenched Armor (Unknown),11282924.071645,221090,729,Area 52,Leviathan - Hydra,Astral Antenna,Araz's Ritual Forge,CZLQ3KFGNx9tDBjn,27
81,Izanami,Rogue,Subtlety,Fatebound,11281395.437039,339867,729,Illidan,ohno,Araz's Ritual Forge,Unyielding Netherprism,GYHmFJdgTqbZNzV1,17
82,Hubjub,Mage,Fire,Spellslinger,11280746.653427,289027,728,Proudmoore,Style,Diamantine Voidcore,Azhiccaran Parapodia,H3JgYXPcyzLTZV7t,10
83,Nairda,Rogue,Subtlety,Deathstalker,11276442.706068,202360,729,Tichondrius,Blur,Unyielding Netherprism,Araz's Ritual Forge,gvP7dmfjFnRhYKb1,23
84,Axofa,Monk,Windwalker,Poison-Drenched Armor (Unknown),11269026.366195,246945,729,Proudmoore,<TRK> Kingdom,Araz's Ritual Forge,Astral Antenna,ZyzLqWcdQkBtvrnx,8
85,Sacrêd,Monk,Windwalker,Conduit of the Celestials,11263797.594836,288629,721,Zul'jin,is in shambles,Araz's Ritual Forge,Astral Antenna,nyLqbJ7VDz86Zpcg,7
86,Cerberusalfa,DemonHunter,Havoc,Fel-Scarred,11258912.368859,299106,728,Laughing Skull,Timeless Guardians,Araz's Ritual Forge,Astral Antenna,gKYtkmhLaz3wQcrC,11
87,Austinggez,Hunter,BeastMastery,Dark Ranger,11255425.323686,223056,729,Zul'jin,Refined,Sigil of the Cosmic Hunt,Unyielding Netherprism,CNn3rMwz6RtQjhm8,24
88,Airpodshawty,Monk,Windwalker,Poison-Drenched Armor (Unknown),11252311.59485,212741,727,Frostmourne,Ethical,Araz's Ritual Forge,Astral Antenna,gZKh4r6W7tF2bRQG,7
89,Urshifù,Monk,Windwalker,Poison-Drenched Armor (Unknown),11240544.637426,322196,729,Area 52,Peak,Astral Antenna,Unyielding Netherprism,djhRM8YPm2afLryq,12
90,Enjoytariffs,Warrior,Fury,Slayer,11209760.788362,322593,729,Tichondrius,The Church of Hasbullah,Eradicating Arcanocore,Astral Antenna,ktVRLdvB98fY7gGw,29
91,Dexxtrow,Monk,Windwalker,Conduit of the Celestials,11207963.824257,323200,726,Azralon,Clash of Cones,Araz's Ritual Forge,Astral Antenna,V1pqZgXMLdx49yNn,10
92,Anonymous,Evoker,Devastation,Chronowarden,11206837.921014,256375,729,,,Diamantine Voidcore,Araz's Ritual Forge,a:n8bjBrLNq9cF1HZ7,17
93,Grouch,Rogue,Subtlety,Fatebound,11205063.599336,220474,729,Sargeras,Hollow Purple,Unyielding Netherprism,Astral Antenna,b2RjrAcygMzmh4p3,2
94,Zorthak,Warrior,Fury,Slayer,11200995.513901,290007,729,Frostmourne,Honestly,Astral Antenna,Ara-Kara Sacbrood,VP8kbrxNhtRaMXgL,78
95,Spookiboii,DeathKnight,Frost,Rider of the Apocalypse,11200509.334775,229411,729,Area 52,Something Clever,Unyielding Netherprism,Astral Antenna,PmzCakDrJg27fWTq,29
96,Garyh,Warrior,Fury,Slayer,11198296.877999,432383,728,Earthen Ring,alea iacta est fortuna,Astral Antenna,Eradicating Arcanocore,mHwvp2M1rcDgxbB6,20
97,Solodk,DeathKnight,Frost,Rider of the Apocalypse,11197996.170534,298475,727,Bonechewer,Sim Trap,Unyielding Netherprism,Astral Antenna,aF73N9JtWCcXTYyV,21
98,Maccies,DeathKnight,Frost,Rider of the Apocalypse,11197159.722191,224759,729,Mal'Ganis,just sit me,Araz's Ritual Forge,Astral Antenna,9zCrh4pQLTDYtAH8,8
99,Tinyarrow,Hunter,Marksmanship,Dark Ranger,11187523.673264,305788,726,Tichondrius,,Astral Antenna,Unyielding Netherprism,nwaPbqzFMVmWcA4y,19
100,Lonelyseason,Mage,Frost,Spellslinger,11177652.292671,299476,729,Illidan,Squirrel Squad,Diamantine Voidcore,Azhiccaran Parapodia,wLtWxcaV1bGFd2pk,20
