rank,name,class,spec,hero_spec,amount,duration,ilvl,server,guild,trinket_1,trinket_2,report,fight_id
41,Shootamgavan,Hunter,Marksmanship,Dark Ranger,8199365.2305771,224220,726,Frostmourne,The Collective,Unyielding Netherprism,Improvised Seaforium Pacemaker,fPzj29tTp3VXB8A4,33
42,Traltixx,Hunter,BeastMastery,Dark Ranger,8189715.7586779,224911,729,Area 52,Occasional Excellence,Astral Antenna,Unyielding Netherprism,7bC3c4NDzf96Jxpn,69
43,Talyndis,Hunter,BeastMastery,Dark Ranger,8187257.5261277,214619,729,Shadowsong,,Araz's Ritual Forge,Unyielding Netherprism,VdYpFzHxfmb9GMhj,26
44,Mimi,Hunter,BeastMastery,Dark Ranger,8181733.5537325,221114,729,Malygos,Denial of Service,Unyielding Netherprism,Improvised Seaforium Pacemaker,M24fV1RQW7awyvjF,55
45,Diurdhallik,Druid,Balance,Tiger Thwap! (Unknown),8177386.6671686,212498,729,Stormrage,SOMA,Araz's Ritual Forge,Diamantine Voidcore,AcbBrT19aVhgZQGR,29
46,Eamaren,Hunter,Marksmanship,Dark Ranger,8167942.6276872,204210,729,Sargeras,Evenfall,Astral Antenna,Unyielding Netherprism,BDzg1VNMy73Ar8Th,40
47,Codyhunt,Hunter,BeastMastery,Dark Ranger,8167465.2997264,225906,729,Illidan,Speak,Unyielding Netherprism,Improvised Seaforium Pacemaker,zDfNcwrZt3aRKkJp,31
48,Zaridey,Hunter,BeastMastery,Dark Ranger,8162337.81201,209809,729,Frostmourne,Crimson,Astral Antenna,Unyielding Netherprism,ndBXMNvzWrcTgf3h,28
49,Palsham,Shaman,Elemental,,8161872.105387,212550,729,Frostmourne,Barbershop Quartet,Astral Antenna,Araz's Ritual Forge,JgPnxAvXaqtQwCT1,34
50,Dtmt,Druid,Balance,Druid of the Claw,8158379.9222962,189952,729,Mal'Ganis,Pathogen,Araz's Ritual Forge,Diamantine Voidcore,cFDkt9aVLWZCNTg2,58
51,Jimbowoe,Hunter,BeastMastery,Dark Ranger,8154799.920753,206948,729,Zul'jin,Agency,Unyielding Netherprism,Improvised Seaforium Pacemaker,ZnvHPcypWzhjrM9N,36
52,Viceviscera,Druid,Balance,Tiger Thwap! (Unknown),8149049.4754441,197977,729,Kil'jaeden,grr woof woof bark,Araz's Ritual Forge,Diamantine Voidcore,ZMQjLW7prYfkt6mx,31
53,Sjsh,Shaman,Elemental,,8146264.7307036,210920,729,Hyjal,Midnights,Araz's Ritual Forge,Diamantine Voidcore,GmWHrTzpvPabtDAX,29
54,Lucellis,Shaman,Elemental,,8143235.7507745,218854,729,Dragonmaw,Noted,Araz's Ritual Forge,Astral Antenna,hjbAa8CdFMDKtgGn,30
55,Delliele,Shaman,Elemental,,8142867.2061612,207231,729,Thrall,Speak,Araz's Ritual Forge,Diamantine Voidcore,bWwdnxqA6QzXyZ9M,38
56,Hexasham,Shaman,Elemental,,8140586.1027883,217943,729,Zul'jin,,Diamantine Voidcore,Araz's Ritual Forge,NC3rqHLz7kxy6MwA,32
57,Haerper,Druid,Feral,Druid of the Claw,8139163.1934328,195639,729,Tichondrius,Nobility,Araz's Ritual Forge,Astral Antenna,Ad67zfQZ9XrLVxgm,26
58,Elerra,Warlock,Destruction,Diabolist,8125345.7251944,194079,729,Sargeras,FwF,Diamantine Voidcore,Astral Antenna,tQHZ7prRDdVKCYGz,27
59,Crock,Shaman,Elemental,,8106552.174159,247498,729,Dalaran,Ultra Instinct,Araz's Ritual Forge,Azhiccaran Parapodia,MZ8bCAz2Xx9h6vVD,30
60,Lachevre,Shaman,Elemental,,8100800.9064215,219324,729,Stormrage,Dinosaur Dollars,Araz's Ritual Forge,Diamantine Voidcore,QPjML7wZXr28WHxF,32
61,Stantic,Hunter,BeastMastery,Dark Ranger,8090409.5395797,201707,729,Altar of Storms,The Vindicated,Unyielding Netherprism,Astral Antenna,Vxwq9br8CHNKjDGF,45
62,Wickedwaves,Shaman,Elemental,,8087440.3095669,206482,729,Tichondrius,Soft Enrage,Araz's Ritual Forge,Diamantine Voidcore,jmQg6vW9XdAxJ3tB,33
63,Cwown,Hunter,BeastMastery,Dark Ranger,8079433.346756,201153,729,Frostmourne,Odyssey,Araz's Ritual Forge,Unyielding Netherprism,JRDjxyhmQPCTBdtN,36
64,Peppers,Evoker,Devastation,,8076202.5933652,197504,729,Hyjal,just bricked,Araz's Ritual Forge,Diamantine Voidcore,tcXRmZN6v3Pky9Vh,30
65,Buttadog,Hunter,BeastMastery,Dark Ranger,8067401.824256,200849,728,Illidan,smile,Unyielding Netherprism,Araz's Ritual Forge,FRfkDcC71KTxYhw2,28
66,Jaimebondd,Shaman,Elemental,,8064688.8284525,209219,729,Illidan,get help,Araz's Ritual Forge,Diamantine Voidcore,wvDjQrZP39WxtMdG,32
67,Siang,Hunter,BeastMastery,Dark Ranger,8063120.4154815,213054,729,Sargeras,Gachi Squad,Araz's Ritual Forge,Unyielding Netherprism,QpRGmwPcaW9KD6Tz,36
68,Farwestasian,Druid,Balance,Tiger Thwap! (Unknown),8062725.2034916,190057,729,Tichondrius,Nerd Rage,Diamantine Voidcore,Araz's Ritual Forge,WxqQXrkFCpg48zBZ,13
69,Happýý,DeathKnight,Unholy,Rider of the Apocalypse,8058463.3645307,221493,729,Tichondrius,Did it for Whitney,Cursed Stone Idol,Astral Antenna,bmyMDjRq96nHBG81,35
70,Meatbow,Hunter,Marksmanship,Dark Ranger,8057413.3797408,208300,728,Thrall,Do Over,Unyielding Netherprism,Astral Antenna,dckWBf3CYqhz4xN9,26
71,Gonzter,Hunter,Marksmanship,Dark Ranger,8054064.9812817,227050,729,Ragnaros,Ascended,Astral Antenna,Unyielding Netherprism,Cp1m8MzKhXtBfL6r,74
72,Chunguns,Hunter,BeastMastery,Dark Ranger,8052734.8538279,214097,729,Illidan,velocity,Araz's Ritual Forge,Unyielding Netherprism,bzknDR2PLmXWgtGZ,15
73,Tinnfury,Shaman,Elemental,,8051878.2452191,210579,729,Mal'Ganis,Team Waffle Fries,Araz's Ritual Forge,Diamantine Voidcore,rT8CbaqVf9wH2Fvt,28
74,Turthunt,Hunter,BeastMastery,Dark Ranger,8050272.4019165,222693,729,Lothar,SDS,Unyielding Netherprism,Improvised Seaforium Pacemaker,J2GBkDA6Cxt9N4gm,44
75,Crockito,Shaman,Elemental,,8045726.2446114,219908,729,Mug'thol,comma,Diamantine Voidcore,Araz's Ritual Forge,ZXqpAjb6wf43KLzr,35
76,Karigyaru,Hunter,Marksmanship,Dark Ranger,8044088.263668,202133,729,Frostmourne,Redemption Arc,Unyielding Netherprism,Screams of a Forgotten Sky,RbnLyGwQjqN4Afxz,32
77,Aliveevil,Hunter,BeastMastery,Dark Ranger,8041979.2788966,221272,729,Illidan,Squirrel Squad,Unyielding Netherprism,Araz's Ritual Forge,R16V4DP9HYnLGrqJ,59
78,Phantasha,Shaman,Elemental,,8041876.2458669,210797,729,Frostmourne,Scuffed,Araz's Ritual Forge,Diamantine Voidcore,zqbvXnNFAdpMtV2j,47
79,Beastsong,Hunter,Marksmanship,Dark Ranger,8035766.4516194,197321,729,Illidan,Style,Unyielding Netherprism,Astral Antenna,yjbc7Jxw16DXZT4G,45
80,Lopaka,Shaman,Elemental,,8034415.8844522,207637,729,Tichondrius,Occasional Excellence,Diamantine Voidcore,Araz's Ritual Forge,XVKcLjx7D4gkGBqn,54
81,Phonchode,Shaman,Elemental,,8034221.6240207,207288,729,Tichondrius,Crumbs,Diamantine Voidcore,Araz's Ritual Forge,DFvGCy3BnXfmKr82,31
82,Pasteurise,Shaman,Elemental,,8031280.1955463,213351,729,Illidan,Consequence,Diamantine Voidcore,Araz's Ritual Forge,Gv32PfMQ8ArTgWmp,19
83,Hardbow,Hunter,BeastMastery,Dark Ranger,8028861.1949599,226267,729,Mal'Ganis,,Unyielding Netherprism,Araz's Ritual Forge,pnNDvzPWQJ2hg6kA,7
84,Fipxd,Druid,Balance,Druid of the Claw,8027974.0020563,200362,729,Stormrage,Very Demure,Araz's Ritual Forge,Diamantine Voidcore,TFdZHJbqz91xWkRA,35
85,Xmab,Hunter,BeastMastery,Dark Ranger,8027615.4736921,239206,729,Bleeding Hollow,Resonate,Ara-Kara Sacbrood,Unyielding Netherprism,q31w8jhgVFrNcJn6,31
86,Civilian,Hunter,BeastMastery,Dark Ranger,8025005.6117941,202609,729,Illidan,get help,Araz's Ritual Forge,Unyielding Netherprism,3dhYqzatp6KjG8M4,3
87,Fitshin,Hunter,BeastMastery,Dark Ranger,8024944.8460239,208344,729,Sargeras,comma,Araz's Ritual Forge,Unyielding Netherprism,zGngHrX26D71dmRq,23
88,Vawtism,Shaman,Elemental,,8024089.2145364,205471,729,Tichondrius,sup breh,Araz's Ritual Forge,Diamantine Voidcore,qPz9kGVyfrcKWgDB,47
89,Kayzerh,Hunter,BeastMastery,Dark Ranger,8023811.3186917,201207,729,Zul'jin,Resonate,Unyielding Netherprism,Improvised Seaforium Pacemaker,6WM89rKm4a2Vtc3q,41
90,Deshgloomer,DeathKnight,Unholy,Rider of the Apocalypse,8022031.5445478,211447,729,Sargeras,YEP,Araz's Ritual Forge,Astral Antenna,6bW7TZCMmLtqzgy3,56
91,Loukah,Hunter,BeastMastery,Dark Ranger,8021238.4432888,208645,729,Zul'jin,Bound,Unyielding Netherprism,Araz's Ritual Forge,BrT94MXqC2zmk71a,33
92,Bigform,Hunter,BeastMastery,Dark Ranger,8014153.0514013,221259,728,Sargeras,Afro Ninjas,Araz's Ritual Forge,Unyielding Netherprism,r9qNmFVawbHCpGAT,63
93,Shn,Warlock,Destruction,Hellcaller,8013086.7666244,211556,729,Frostmourne,Honestly,Diamantine Voidcore,Astral Antenna,YQK9f7nZgmb4TtMz,19
94,Druidboy,Druid,Balance,Tiger Thwap! (Unknown),8012373.8648542,212748,729,Area 52,Sacred Lotus,Diamantine Voidcore,Araz's Ritual Forge,LP7MHBvGpcryN4zf,5
95,Mazzsham,Shaman,Elemental,,8010035.128794,201601,729,Area 52,Idiot,Araz's Ritual Forge,Diamantine Voidcore,Mgr9Vtn1WKAHqFfw,60
96,Terraformer,Shaman,Elemental,,8006546.1905006,214687,729,Zul'jin,FwF,Diamantine Voidcore,Araz's Ritual Forge,9vX7fzJmcY8MPKpH,38
97,Padgodqt,Shaman,Elemental,,8005906.5654761,209901,729,Frostmourne,Redemption Arc,Araz's Ritual Forge,Diamantine Voidcore,dgNpb7jJk3WtyADv,39
98,Ruinn,Shaman,Elemental,,8003790.2108239,216484,729,Mal'Ganis,nVus,Diamantine Voidcore,Araz's Ritual Forge,kYzqFfga9LMJQvwr,30
99,Bitterst,Hunter,BeastMastery,Dark Ranger,7997370.7333691,228957,729,Mal'Ganis,Team Bitters,Unyielding Netherprism,Astral Antenna,vzGkMB1W6K72QFNw,27
100,Dutchh,Hunter,BeastMastery,Dark Ranger,7992510.4300644,216921,729,Area 52,Functional,Unyielding Netherprism,Araz's Ritual Forge,3at9zq6DB2NLxfCJ,30
