rank,name,class,spec,hero_spec,amount,duration,ilvl,server,guild,trinket_1,trinket_2,report,fight_id
57,Damastius,Shaman,Elemental,,8615025.1072794,448107,729,Frostmourne,Copium,Araz's Ritual Forge,Diamantine Voidcore,6YjZPQF3LkpMxBz9,64
58,Primeuno,Hunter,BeastMastery,Dark Ranger,8608025.3166053,522721,726,Tichondrius,Muscle Memory,Unyielding Netherprism,Improvised Seaforium Pacemaker,nxXN4DKwFdrRGaYp,20
59,Wikí,Mage,Arcane,Spellslinger,8599736.0776268,513039,729,Illidan,Vibrant,Azhiccaran Parapodia,Diamantine Voidcore,gBhKLnb418ryPA6D,18
60,Mayoiuta,DeathKnight,Frost,Rider of the Apocalypse,8591122.3714232,499733,729,Illidan,Squirrel Squad HOF,Astral Antenna,Unyielding Netherprism,YGmWVP9ZfrJqF8L4,11
61,Connoisseur,Hunter,Marksmanship,Dark Ranger,8584953.839148,448107,729,Frostmourne,Copium,Unyielding Netherprism,Sigil of the Cosmic Hunt,6YjZPQF3LkpMxBz9,64
62,Eleithink,Shaman,Elemental,,8583596.1401216,461093,729,Area 52,Adequate,Diamantine Voidcore,Araz's Ritual Forge,tBL86a2MbHyZmhjx,11
63,Noxzap,Shaman,Elemental,,8579447.2018834,374244,729,Frostmourne,Honestly,Araz's Ritual Forge,Diamantine Voidcore,6kHrK3VyJbNcBhaq,80
64,Nimo,Hunter,BeastMastery,Dark Ranger,8578322.1310094,471681,729,Mal'Ganis,just sit me,Araz's Ritual Forge,Unyielding Netherprism,XVgMhGP1Z24Dq7vc,57
65,Bannakis,Hunter,BeastMastery,Dark Ranger,8560808.7015911,510263,729,Frostmourne,Arcane Energies,Improvised Seaforium Pacemaker,Unyielding Netherprism,hXdawZxfVWg1bnzT,4
66,Hordeforsure,Hunter,BeastMastery,Dark Ranger,8560704.3096084,509994,729,Altar of Storms,Notion,Araz's Ritual Forge,Unyielding Netherprism,JWq8HLkfNcTdvVCh,9
67,Syselyìa,Mage,Arcane,Spellslinger,8557606.592096,515540,729,Area 52,Remnants of Shadowmoon,Diamantine Voidcore,Azhiccaran Parapodia,bz7HyRd3KrmpatAB,21
68,Oorì,Shaman,Elemental,,8556095.6829777,511929,729,Sargeras,Mid Team,Diamantine Voidcore,Araz's Ritual Forge,PwgTkacdZvtyQqF4,9
69,Raxili,Warrior,Fury,Slayer,8555650.0744125,509178,729,Area 52,Winky Face,Screams of a Forgotten Sky,Eradicating Arcanocore,Yy8dVJNvKtaZkLHB,49
70,Karigyaru,Hunter,Marksmanship,Dark Ranger,8546918.6569298,479072,729,Frostmourne,Redemption Arc,Unyielding Netherprism,Astral Antenna,vG6arRyX8mqz2tTn,8
71,Iwumbouwumbo,Hunter,BeastMastery,Dark Ranger,8542412.1888377,491100,729,Illidan,Dont Release,Araz's Ritual Forge,Unyielding Netherprism,mvL1M4nzyTYtfC72,11
72,Deadtotem,Shaman,Elemental,,8540423.6476143,512968,729,Illidan,Kismet,Araz's Ritual Forge,Diamantine Voidcore,6XmkF9T8W2bHNaYr,9
73,Kazuje,DeathKnight,Frost,Rider of the Apocalypse,8538154.1489005,541177,729,Skullcrusher,Big Where It Counts,Astral Antenna,Unyielding Netherprism,VTDH1rvbaXxMncGZ,15
74,Indroh,Shaman,Elemental,,8534545.8322372,548319,729,Zul'jin,Team Mini,Araz's Ritual Forge,Diamantine Voidcore,1Ybq3p8HyR6JkfGg,6
75,Kayzerh,Hunter,BeastMastery,Dark Ranger,8532778.0158656,507947,729,Zul'jin,Grimoire,Unyielding Netherprism,Improvised Seaforium Pacemaker,Tdg9NZacy1vHp6LX,11
76,Padgodqt,Shaman,Elemental,,8530915.1747965,486059,729,Frostmourne,Redemption Arc,Araz's Ritual Forge,Diamantine Voidcore,aZHXBCQKvz2LqYxN,5
77,Westside,Mage,Arcane,Spellslinger,8530245.1948524,481323,729,Kul Tiras,Did it for Whitney,Diamantine Voidcore,Azhiccaran Parapodia,waWqN6FhVmcZnC2H,48
78,Phonchode,Shaman,Elemental,,8523365.8627207,493455,729,Tichondrius,Crumbs,Diamantine Voidcore,Araz's Ritual Forge,bPJnCK86LaBmgGvW,21
79,Noct,Hunter,BeastMastery,Dark Ranger,8521495.9489805,513102,729,Frostmourne,Restricted,Araz's Ritual Forge,Unyielding Netherprism,kjWhdHYtaGL1rX62,22
80,Ýês,DeathKnight,Frost,Rider of the Apocalypse,8519546.1074846,582969,729,Illidan,Trust me DUde,Unyielding Netherprism,Araz's Ritual Forge,B4g8pJcAmPNqk9RG,52
81,Grezlul,Hunter,Marksmanship,Dark Ranger,8512063.7718098,456247,729,Area 52,Fun Detected,Unyielding Netherprism,Astral Antenna,KZFmCJQNpqDA7MHa,50
82,Aythunter,Hunter,BeastMastery,Dark Ranger,8510624.1029223,493386,729,Illidan,Syndicated,Unyielding Netherprism,Araz's Ritual Forge,3GAPv81Tr2q9bLX7,15
83,Lavablasting,Shaman,Elemental,,8506700.0259821,485668,729,Mal'Ganis,brb shower,Diamantine Voidcore,Araz's Ritual Forge,4yF3pbDQPnq1hagk,22
84,Dooleydoo,Shaman,Elemental,,8504468.7459639,466482,729,Mal'Ganis,Very Demure,Araz's Ritual Forge,Diamantine Voidcore,v324dDkgfPRBaKjb,4
85,Terraformer,Shaman,Elemental,,8500814.72514,547198,729,Zul'jin,FwF,Diamantine Voidcore,Araz's Ritual Forge,ZAHmkG7Fa3rgWpPD,7
86,Winnehild,Hunter,BeastMastery,Dark Ranger,8499437.611897,470403,729,Stormrage,Slurp Squad,Araz's Ritual Forge,Unyielding Netherprism,mXPMDd1BLKZa7rqh,37
87,Catfishcraig,Shaman,Elemental,,8499264.6786266,516612,729,Mal'Ganis,Pathogen,Diamantine Voidcore,Araz's Ritual Forge,QWvDY7zarmjhFBLC,40
88,Chizwiz,Mage,Arcane,Spellslinger,8498188.7903101,509372,729,Tichondrius,Daybreak,Azhiccaran Parapodia,Diamantine Voidcore,wtTQfmdnrKCb1jvN,72
89,Fiskieslip,Shaman,Elemental,,8497506.1484109,510518,729,Area 52,Leviathan - Kraken,Araz's Ritual Forge,Diamantine Voidcore,9ZwJFK1cG8Qjf4vB,42
90,Sylnestra,Mage,Arcane,Spellslinger,8495294.4521595,509178,729,Area 52,Winky Face,Azhiccaran Parapodia,Diamantine Voidcore,Yy8dVJNvKtaZkLHB,49
91,Solaya,Mage,Arcane,Spellslinger,8488766.2843845,480534,729,Mal'Ganis,Void,Astral Antenna,Diamantine Voidcore,XgbMHzh1Dv2QjJTq,22
92,Ayrianis,DemonHunter,Havoc,Fel-Scarred,8488174.5245592,502082,729,Area 52,Peak,Araz's Ritual Forge,Sigil of the Cosmic Hunt,MYDGrdp1ZjV3C8F6,13
93,Diddlew,DeathKnight,Frost,Rider of the Apocalypse,8486595.4144051,525567,729,Tichondrius,Nineteen Reasons Why,Unyielding Netherprism,Astral Antenna,bJc7Cmw1AatrGLPh,7
94,Frainhart,DeathKnight,Frost,Rider of the Apocalypse,8484906.8133779,489888,728,Area 52,Grey Parses,Araz's Ritual Forge,Unyielding Netherprism,nV8JNg2vjHa4RqQT,56
95,Snowgigarat,Priest,Shadow,Voidweaver,8469128.0781916,549732,729,Stormrage,SOMA,Diamantine Voidcore,Araz's Ritual Forge,h2pLATbHxtcn8jvV,32
96,Addleadzenzo,Warrior,Fury,Slayer,8464296.824711,533532,729,Illidan,,Screams of a Forgotten Sky,Eradicating Arcanocore,FHfA8bqjZz3NBt97,1
97,Gohem,Hunter,BeastMastery,Dark Ranger,8460543.1769944,483993,728,Illidan,Serious Face,Unyielding Netherprism,Improvised Seaforium Pacemaker,7BRcDXLVkhTCYM4m,23
98,Sidohx,Shaman,Elemental,,8458966.2677124,540014,729,Hyjal,Infernum,Araz's Ritual Forge,Diamantine Voidcore,CLpvNHM7D6V8cbFA,20
99,Rngstep,Rogue,Assassination,Deathstalker,8454157.4718508,501288,729,Mal'Ganis,Erudite,Unyielding Netherprism,Astral Antenna,4AnWRwJh7Q1ZKFmt,36
100,Hugomage,Mage,Arcane,Spellslinger,8451573.6958625,460947,729,Frostmourne,Restricted,Diamantine Voidcore,Azhiccaran Parapodia,bva9qXxcJg3Bk8zj,22
