rank,name,class,spec,hero_spec,amount,duration,ilvl,server,guild,trinket_1,trinket_2,report,fight_id
21,Appleslop,Warlock,Destruction,Diabolist,13044651.721783,330994,729,Stormrage,Parallax Gaming,Azhiccaran Parapodia,Diamantine Voidcore,TDtgBpMAQydaF4VZ,25
22,Blueprínt,Evoker,Devastation,,13044412.556093,227746,729,Frostmourne,Honestly,Araz's Ritual Forge,Astral Antenna,Fa9jnQw318YRxNWf,40
23,Dosviduli,Warlock,Destruction,Diabolist,13029773.982162,317413,729,Illidan,Trust me DUde,Diamantine Voidcore,Araz's Ritual Forge,B4g8pJcAmPNqk9RG,38
24,Morgates,Warlock,Destruction,Diabolist,13026542.010659,295913,729,Emerald Dream,Nascent,Diamantine Voidcore,Azhiccaran Parapodia,9jnkfM4PZ78Kd2vL,41
25,Temprwl,Warlock,Destruction,Diabolist,13012604.578186,277883,729,Illidan,Vibrant,Diamantine Voidcore,Azhiccaran Parapodia,CpZn2cARTkPQDxMb,49
26,Sassza,Warlock,Destruction,Diabolist,13008876.095066,285485,729,Frostmourne,Crimson,Azhiccaran Parapodia,Diamantine Voidcore,Wm26V7Lcxat8fgTA,39
27,Naméd,Warlock,Destruction,Diabolist,13000671.549812,346771,728,Illidan,Trust me DUde,Araz's Ritual Forge,Diamantine Voidcore,Qa6A3vRrX8qLYfdG,19
28,Ywndtwo,Warlock,Destruction,Diabolist,12995113.063011,287583,728,Frostmourne,Reckoning,Diamantine Voidcore,Azhiccaran Parapodia,CX9QzAYTrq3La8Fv,55
29,Rayywl,Warlock,Destruction,Diabolist,12933497.409761,310203,729,Illidan,Refined,Astral Antenna,Diamantine Voidcore,p1k2PKmqCFBV9Wdj,5
30,Pallock,Warlock,Destruction,Diabolist,12927679.784581,309907,729,Mal'Ganis,Slurp Squad,Azhiccaran Parapodia,Diamantine Voidcore,hgM3nY9rbLwPNGcy,39
31,Sillypowers,Warlock,Destruction,Diabolist,12882730.485351,336004,728,Zul'jin,Might,Diamantine Voidcore,Azhiccaran Parapodia,B2CA8v37PmctwHqG,23
32,Beilce,Warlock,Destruction,Diabolist,12832486.181921,307749,728,Area 52,fish zoo,Diamantine Voidcore,Astral Antenna,CQGyYWDFwcxdNaRX,1
33,Phycookie,Warlock,Destruction,Diabolist,12826595.797048,286846,729,Zul'jin,DMG,Diamantine Voidcore,Azhiccaran Parapodia,14yDJGb7cTPfVA8Y,43
34,Plzbuffmage,Mage,Fire,Spellslinger,12804113.969243,284296,729,Frostmourne,Honestly,Azhiccaran Parapodia,Diamantine Voidcore,qfB8bFmPJtYLZRkK,26
35,Candyfree,Warlock,Destruction,Diabolist,12803244.127246,297816,729,Illidan,Nirvana Reborn,Azhiccaran Parapodia,Diamantine Voidcore,XrZvy2dgV94wYcHn,42
36,Gangmii,Warlock,Destruction,Diabolist,12760098.717005,377554,729,Tichondrius,Speak,Azhiccaran Parapodia,Diamantine Voidcore,6Zap3PvMqwCjYrHy,14
37,Truuqt,Warlock,Destruction,Diabolist,12751382.697405,321813,728,Mal'Ganis,just sit me,Diamantine Voidcore,Azhiccaran Parapodia,AJVgrc6Yd8Q392tp,28
38,Magnit,Warlock,Destruction,Diabolist,12749549.467413,319948,729,Area 52,Fun Detected,Diamantine Voidcore,Astral Antenna,FhKQZfr6n293zBNq,30
39,Lokklad,Warlock,Destruction,Diabolist,12726191.556831,373059,729,Area 52,Fierce,Diamantine Voidcore,Azhiccaran Parapodia,GbghR6Jfzd8Tcptq,19
40,Odymage,Mage,Fire,Spellslinger,12721929.737028,276988,729,Frostmourne,Copium,Diamantine Voidcore,Azhiccaran Parapodia,1B2Y7hnWtdXVFCNm,41
41,Sepelio,Warlock,Destruction,Diabolist,12677443.019254,287369,729,Frostmourne,Honestly,Diamantine Voidcore,Astral Antenna,C1XdjGVF3hvLrJ2H,32
42,Etopzdc,Warlock,Destruction,Diabolist,12661696.193705,302604,729,Illidan,Trust me DUde,Diamantine Voidcore,Astral Antenna,RvDPxCfw8kYyXQBN,25
43,Soulsad,Warlock,Destruction,Diabolist,12639879.9926,302723,729,Zul'jin,Shade,Azhiccaran Parapodia,Diamantine Voidcore,MWwVKATa4FhCZGqc,29
44,Keilossh,Warlock,Destruction,Diabolist,12592845.510569,326812,729,Illidan,Country Club,Azhiccaran Parapodia,Diamantine Voidcore,fYDbBdnMVzKXTGPj,22
45,Grimshunter,Hunter,Marksmanship,Dark Ranger,12584313.978141,291498,728,Illidan,Snowblind,Unyielding Netherprism,Astral Antenna,3JTaN8b1QyvYGht6,21
46,Letsfckngo,Warlock,Destruction,Diabolist,12583922.913764,291362,729,Sargeras,Skill Issue,Astral Antenna,Diamantine Voidcore,mRkBFdATD49Yf1c6,27
47,Sidiouslock,Warlock,Destruction,Diabolist,12577107.048295,288169,729,Stormrage,Parallax Gaming,Azhiccaran Parapodia,Diamantine Voidcore,zFNHrGTwkjJYVAnd,37
48,Dakripplle,Warlock,Destruction,Diabolist,12576731.941075,322306,729,Frostmourne,Medium,Diamantine Voidcore,Azhiccaran Parapodia,LCrqcGFzm9vJpytf,31
49,Dalla,Warlock,Destruction,Diabolist,12556600.598025,292630,729,Frostmourne,Cope,Diamantine Voidcore,Azhiccaran Parapodia,9c2jrznKkJfNMg8B,37
50,Æäc,DeathKnight,Frost,Rider of the Apocalypse,12551704.003317,325605,729,Illidan,Trust me DUde,Unyielding Netherprism,Araz's Ritual Forge,vNKVb1ypQAk69nmD,29
51,Vibenisheti,Warlock,Destruction,Diabolist,12543009.934059,385039,729,Illidan,Trust me DUde,Astral Antenna,Diamantine Voidcore,KM4zYnJ37QZHydLr,37
52,Crillock,Warlock,Destruction,Diabolist,12542152.756654,328097,729,Frostmourne,Scuffed,Azhiccaran Parapodia,Diamantine Voidcore,f6pmLjHQtCydTgnw,50
53,Onefps,DeathKnight,Frost,Rider of the Apocalypse,12540852.023056,284693,729,Area 52,,Unyielding Netherprism,Astral Antenna,cgZjAXD1WYyzaV9F,38
54,Azunazx,Mage,Fire,Spellslinger,12535275.968027,287363,728,Hyjal,Twitch Prime,Diamantine Voidcore,Astral Antenna,KW1Q8Y9JMnqBbFHv,7
55,Xenô,Warrior,Fury,Slayer,12533925.6948,326101,729,Illidan,,Astral Antenna,Eradicating Arcanocore,n7wk6F4QgR1PKCBc,26
56,Zacx,Warlock,Destruction,Diabolist,12523918.749063,293412,729,Frostmourne,Ethical,Diamantine Voidcore,Azhiccaran Parapodia,gZKh4r6W7tF2bRQG,15
57,Sasukebowser,Warlock,Destruction,Diabolist,12521602.358047,293548,729,Mal'Ganis,Pathogen,Astral Antenna,Diamantine Voidcore,QWvDY7zarmjhFBLC,44
58,Jeyid,Warlock,Destruction,Diabolist,12519733.884064,353470,728,Illidan,another raid,Diamantine Voidcore,Astral Antenna,TtL4r6QNyHkFV78v,52
59,Gløøms,Warlock,Destruction,Diabolist,12515667.291824,340181,729,Ragnaros,Ascended,Diamantine Voidcore,Azhiccaran Parapodia,Cp1m8MzKhXtBfL6r,33
60,Lúlú,Mage,Fire,Spellslinger,12497386.852545,363751,729,Mal'Ganis,,Diamantine Voidcore,Azhiccaran Parapodia,rgHGqFkMyaR3b1Vf,59
61,Toneslock,Warlock,Destruction,Diabolist,12483196.828343,357794,729,Illidan,The Fried Guys,Azhiccaran Parapodia,Diamantine Voidcore,km3fwxaP8HN7vbQd,32
62,Joshietwo,Warlock,Destruction,Diabolist,12466045.719509,324916,729,Frostmourne,Ethical,Astral Antenna,Diamantine Voidcore,DdtqnPhg6zBMpARy,19
63,Chaechae,Warlock,Destruction,Diabolist,12427739.520232,292683,729,Thrall,Literacy Test,Azhiccaran Parapodia,Diamantine Voidcore,G3Ynvpmgdk2Px9f1,22
64,Anonymous,DeathKnight,Frost,Rider of the Apocalypse,12415565.246308,285679,729,,,Unyielding Netherprism,Astral Antenna,a:z24JcYMHb8Wt7pPQ,78
65,Acererakk,Warlock,Destruction,Diabolist,12415498.312871,287767,729,Illidan,Fun Detected,Azhiccaran Parapodia,Diamantine Voidcore,wYLZatWkHcPpydrx,42
66,Slavepocket,Warlock,Destruction,Diabolist,12395987.121989,358984,729,Illidan,Warpath,Diamantine Voidcore,Azhiccaran Parapodia,CfZjYwW71gLT9FxN,23
67,Dreamx,Mage,Fire,Spellslinger,12385764.792895,304893,729,Illidan,Shade,Diamantine Voidcore,Azhiccaran Parapodia,yjth9LJRGXQxHrZ3,28
68,Celeralith,Warlock,Destruction,Diabolist,12374021.686861,254532,729,Frostmourne,Copium,Azhiccaran Parapodia,Astral Antenna,rCKB2vcTnGLjZfYH,31
69,Lovemymage,Mage,Fire,Spellslinger,12372471.327672,354244,729,Mal'Ganis,nVus,Diamantine Voidcore,Azhiccaran Parapodia,9MHWvQ1xz3wJX4jt,43
70,Autumnmage,Mage,Fire,Spellslinger,12344024.346482,293718,729,Mal'Ganis,Shade,Azhiccaran Parapodia,Diamantine Voidcore,PYWtkKzAvw1ZDjLd,28
71,Divinew,Warlock,Destruction,Diabolist,12327694.897963,281319,729,Frostmourne,Odyssey,Astral Antenna,Diamantine Voidcore,nDkf82zJLGxPvT1Y,38
72,Yxm,Mage,Arcane,Spellslinger,12320188.916781,290800,729,Tichondrius,Nerd Rage,Diamantine Voidcore,Astral Antenna,BQA91J6DTyhNWfaZ,30
73,Mishay,Hunter,Marksmanship,Dark Ranger,12313048.515796,292379,729,Illidan,,Astral Antenna,Unyielding Netherprism,vcQd3MJZrtV8WKhz,31
74,Homunculusx,Monk,Windwalker,Conduit of the Celestials,12307492.262208,314560,729,Bleeding Hollow,Idiot,Araz's Ritual Forge,Astral Antenna,dP2hY78rWjHMJFyv,13
75,Dakd,Druid,Balance,Tiger Thwap! (Unknown),12303218.196122,321596,729,Illidan,Shade,Azhiccaran Parapodia,Diamantine Voidcore,ktYHzZxW3rq6jcKf,32
76,Kyeus,Warlock,Destruction,Diabolist,12302951.372856,362966,729,Frostmourne,Da Bishes,Diamantine Voidcore,Azhiccaran Parapodia,GmtQTCcFA1kR4hJP,22
77,Jroofortnite,Mage,Arcane,Spellslinger,12293497.916825,329545,729,Illidan,vodka,Astral Antenna,Diamantine Voidcore,r6xCnjRYTvwqPM3a,32
78,Musc,DeathKnight,Frost,Rider of the Apocalypse,12293178.542389,284095,729,Frostmourne,Entropy,Astral Antenna,Unyielding Netherprism,vh9zTyAqnjdaFWZK,29
79,Gloobin,Warlock,Destruction,Diabolist,12291464.97093,321119,729,Illidan,Rewind,Azhiccaran Parapodia,Diamantine Voidcore,FgQRVaYT71k8wXzJ,44
80,Jroo,Priest,Shadow,Archon,12291297.95204,325690,729,Illidan,vodka,Araz's Ritual Forge,Diamantine Voidcore,CjxkXtZ1NG4c7yRY,10
81,Ratwl,Warlock,Destruction,Diabolist,12286924.963783,344447,729,Sargeras,Monkey Mash,Azhiccaran Parapodia,Diamantine Voidcore,G1ct7JqnY6CAv3Bx,18
82,Palsham,Shaman,Elemental,,12283314.88807,333690,729,Frostmourne,Barbershop Quartet,Astral Antenna,Araz's Ritual Forge,6q7tL12bMhm9FByf,40
83,Omabon,Warrior,Fury,Slayer,12278135.891605,344738,729,Illidan,The Training Arc,Astral Antenna,Eradicating Arcanocore,ntA29XCdQvrMfWJV,66
84,Ryxw,Warlock,Destruction,Diabolist,12269304.948991,358073,729,Area 52,Twitch Prime,Azhiccaran Parapodia,Diamantine Voidcore,pfZyX1xPGFtJYQjh,31
85,Hooyah,Warlock,Destruction,Diabolist,12256801.638434,356682,728,Area 52,Warpath,Azhiccaran Parapodia,Diamantine Voidcore,dv9673tJqwPFZD1R,28
86,Eggkid,Warlock,Destruction,Diabolist,12255162.721691,349812,729,Frostmourne,Esprit,Astral Antenna,Diamantine Voidcore,w3Bqg2c9jMCKnrf1,45
87,Polmateri,Monk,Windwalker,Conduit of the Celestials,12253646.748707,282057,729,Stormrage,,Araz's Ritual Forge,Astral Antenna,ypgxYRZ8wqM4WHJa,30
88,Palagon,Warlock,Destruction,Diabolist,12241518.730723,389387,724,Illidan,,Diamantine Voidcore,Astral Antenna,z321CaVAbhMqGfdP,29
89,Remslock,Warlock,Destruction,Diabolist,12237520.977516,332189,727,Kil'jaeden,grr woof woof bark,Azhiccaran Parapodia,Diamantine Voidcore,MXKgxCvZqDy1FHLr,28
90,Ragequits,Warrior,Fury,Slayer,12231453.989533,360744,729,Garona,Denial of Service,Eradicating Arcanocore,Astral Antenna,6GxAgvcpY9N4ra7B,25
91,Gimervin,Warlock,Destruction,Diabolist,12227426.904126,313766,729,Frostmourne,Odyssey,Diamantine Voidcore,Azhiccaran Parapodia,JRDjxyhmQPCTBdtN,29
92,Khanbust,Mage,Arcane,Spellslinger,12217908.881869,297899,729,Illidan,Dead On My Screen,Diamantine Voidcore,Astral Antenna,L7xcXmMfyANz1QtC,39
93,Hailene,Warlock,Destruction,Diabolist,12206323.760391,296182,729,Tichondrius,Nineteen Reasons Why,Azhiccaran Parapodia,Diamantine Voidcore,WvRPAaXkVNqBKrQT,35
94,Zroed,Warlock,Destruction,Diabolist,12200152.648163,315143,729,Illidan,Midnights,Diamantine Voidcore,Astral Antenna,GmWHrTzpvPabtDAX,32
95,Strafeshots,Mage,Fire,Spellslinger,12188980.127654,341077,729,Bleeding Hollow,Pluto,Azhiccaran Parapodia,Diamantine Voidcore,TGdMKZrpVBqHJ9vL,25
96,Kozay,Warlock,Destruction,Diabolist,12188387.618953,291397,729,Zul'jin,,Azhiccaran Parapodia,Diamantine Voidcore,LRMFqvmpkDaw4VQG,28
97,Crowp,Priest,Shadow,Archon,12188366.512385,297507,729,Illidan,Slurp Squad,Araz's Ritual Forge,Diamantine Voidcore,2T3bfpVZJRMtrNBQ,42
98,Mudget,Warlock,Destruction,Diabolist,12182636.551981,354766,729,Alterac Mountains,Indestructible,Azhiccaran Parapodia,Diamantine Voidcore,Yb4BAJkdXMnLghKy,47
99,Kevinmage,Mage,Fire,Spellslinger,12182471.32789,316841,729,Area 52,Soft Enrage,Diamantine Voidcore,Azhiccaran Parapodia,QfkHtbLRMDWjqNCn,30
100,Yenvenger,Paladin,Retribution,,12180206.074621,302274,729,Illidan,DMG,Araz's Ritual Forge,Astral Antenna,HRQPz2r6nJpab8T9,46
