rank,name,class,spec,hero_spec,amount,duration,ilvl,server,guild,trinket_1,trinket_2,report,fight_id
25,Shamagonz,Shaman,Elemental,,9191140.2615355,235838,729,Ragnaros,Ascended,Araz's Ritual Forge,Diamantine Voidcore,R2gTKhMxYG3X6jqC,4
26,Blòòmhunter,Hunter,BeastMastery,Dark Ranger,9174518.2356597,273530,729,Illidan,Trust me DUde,Unyielding Netherprism,Araz's Ritual Forge,B4g8pJcAmPNqk9RG,27
27,Shg,Druid,Balance,Tiger Thwap! (Unknown),9173647.1668646,181848,729,Frostmourne,Honestly,Diamantine Voidcore,Araz's Ritual Forge,Fa9jnQw318YRxNWf,19
28,Blueprínt,Evoker,Devastation,,9155061.6228938,181848,729,Frostmourne,Honestly,Araz's Ritual Forge,Diamantine Voidcore,Fa9jnQw318YRxNWf,19
29,Shamaray,Shaman,Elemental,,9141786.5788115,236298,729,Illidan,Refined,Araz's Ritual Forge,Diamantine Voidcore,fPapG7mLQ2TVR1rC,9
30,Senitha,Mage,Fire,Spellslinger,9141163.478616,259563,729,Frostmourne,Honestly,Azhiccaran Parapodia,Diamantine Voidcore,rAQKgcx9YN7mVwa2,16
31,Tactìle,Rogue,Assassination,Deathstalker,9125927.6930351,217849,728,Illidan,Wing It,Unyielding Netherprism,Astral Antenna,X1BhaYbGKkJZcHDr,20
32,Fiskieslip,Shaman,Elemental,,9125717.3627287,250289,729,Area 52,Leviathan - Kraken,Araz's Ritual Forge,Diamantine Voidcore,V7921gWC4wAQrpNf,15
33,Mambae,Hunter,Marksmanship,Dark Ranger,9121308.1403111,239696,729,Frostmourne,The Full Stick,Astral Antenna,Unyielding Netherprism,6JcrtWd1NYykf9Q3,36
34,Tdyipce,Hunter,BeastMastery,Dark Ranger,9101366.3220898,200826,729,Area 52,velocity,Araz's Ritual Forge,Unyielding Netherprism,mNaDkBnKGqLpCFxy,23
35,Smorc,Hunter,BeastMastery,Dark Ranger,9082104.1958042,231660,729,Frostmourne,Entropy,Unyielding Netherprism,Improvised Seaforium Pacemaker,dDyZWb6Af7rRHmJF,20
36,Pallocktwo,Warlock,Destruction,Diabolist,9081926.8661271,275276,729,Mal'Ganis,Reforged,Azhiccaran Parapodia,Diamantine Voidcore,nJj8rdB3Fg2QtpYz,12
37,Traltixx,Hunter,BeastMastery,Dark Ranger,9079786.5746058,214206,729,Area 52,Occasional Excellence,Astral Antenna,Unyielding Netherprism,zQ8nchZJDdVwBa4F,35
38,Truuqt,Warlock,Destruction,Diabolist,9064663.8117016,247522,729,Mal'Ganis,just sit me,Diamantine Voidcore,Azhiccaran Parapodia,XVgMhGP1Z24Dq7vc,10
39,Catfishcraig,Shaman,Elemental,,9056978.1439479,227763,729,Mal'Ganis,Pathogen,Diamantine Voidcore,Araz's Ritual Forge,cFDkt9aVLWZCNTg2,19
40,Bannadwarf,Hunter,BeastMastery,Dark Ranger,9046504.168997,234229,729,Frostmourne,Post Prog Clarity,Araz's Ritual Forge,Unyielding Netherprism,hYZWrApw1NKg8GyX,69
41,Grezlul,Hunter,Marksmanship,Dark Ranger,9043607.9694235,198584,729,Area 52,Fun Detected,Unyielding Netherprism,Astral Antenna,jhz9P6MFyZGw2AWg,11
42,Flowcus,Hunter,BeastMastery,Dark Ranger,9040443.3381466,218145,728,Illidan,Country Club,Unyielding Netherprism,Araz's Ritual Forge,WxqQXrkFCpg48zBZ,3
43,Bondd,Shaman,Elemental,,9037266.32637,241358,729,Illidan,Rain,Araz's Ritual Forge,Astral Antenna,29wjTBMqmyGb7tgr,10
44,Dantucker,Hunter,BeastMastery,Dark Ranger,9030920.3338599,219014,729,Stormrage,Cute Anime Boys,Araz's Ritual Forge,Unyielding Netherprism,BbvkWGCcwTfJt7Rg,35
45,Ashslash,Mage,Fire,Spellslinger,9028094.1800907,220811,729,Frostmourne,Honestly,Azhiccaran Parapodia,Diamantine Voidcore,nzkJwyVpWvtZbL4x,21
46,Jeubriser,Hunter,Marksmanship,Dark Ranger,9014312.0123791,230712,729,Tichondrius,Nerd Rage,Unyielding Netherprism,Astral Antenna,mGQn8jJWTz9X7Lgq,8
47,Elerra,Warlock,Destruction,Diabolist,9001096.9151506,218552,729,Sargeras,Muscle Memory,Diamantine Voidcore,Astral Antenna,czHDpad6JKymFf3q,29
48,Soultwo,Warlock,Destruction,Diabolist,9000336.9297898,239495,729,Illidan,Shade,Diamantine Voidcore,Astral Antenna,yjth9LJRGXQxHrZ3,17
49,Amelie,Druid,Balance,Druid of the Claw,8978652.507137,201066,729,Tichondrius,Blur,Diamantine Voidcore,Araz's Ritual Forge,gvP7dmfjFnRhYKb1,27
50,Terraformer,Shaman,Elemental,,8978034.3351677,255132,729,Zul'jin,FwF,Diamantine Voidcore,Araz's Ritual Forge,dGnVF9A6J3TLhpWN,25
51,Valakhas,Shaman,Elemental,,8971590.0620067,236426,729,Area 52,Pool Noodle Pirates,Diamantine Voidcore,Araz's Ritual Forge,mXv4cMJxNq9tfkCH,13
52,Ilovepawgs,Shaman,Elemental,,8970337.3970789,200882,728,Tichondrius,Refined,Diamantine Voidcore,Araz's Ritual Forge,HhvAGmCrFJWy8qVf,8
53,Saphira,Mage,Arcane,Spellslinger,8963112.7459433,284161,729,Frostmourne,Crimson,Diamantine Voidcore,Azhiccaran Parapodia,WHJYP2y9LNTQbvXC,5
54,Hoponosrs,Hunter,BeastMastery,Dark Ranger,8960427.2047057,231210,729,Frostmourne,Honestly,Unyielding Netherprism,Araz's Ritual Forge,K3NPYLdVkJjFCMxQ,20
55,Dwilkz,Druid,Balance,Druid of the Claw,8956556.5207435,200882,729,Zul'jin,Refined,Araz's Ritual Forge,Diamantine Voidcore,HhvAGmCrFJWy8qVf,8
56,Archmageytÿ,Mage,Arcane,Spellslinger,8956409.625376,354729,729,Frostmourne,Onlyfriend,Diamantine Voidcore,Astral Antenna,nJgxh1TBtkZrNvRF,9
57,Middletoez,Hunter,BeastMastery,Dark Ranger,8955333.8924124,270087,729,Area 52,Idiot,Araz's Ritual Forge,Unyielding Netherprism,KkyqjJ9BXCNPHLAh,31
58,Bryon,Warlock,Destruction,Hellcaller,8954931.3820585,176295,729,Frostmourne,Honestly,Diamantine Voidcore,Azhiccaran Parapodia,2VtyDR4CF6PGLjbd,28
59,Xregicide,Hunter,BeastMastery,Dark Ranger,8950221.8029113,265515,729,Area 52,Mesmerize,Unyielding Netherprism,Araz's Ritual Forge,62N1Fa4gBMycCf7W,35
60,Slytrx,Mage,Arcane,Spellslinger,8948431.7911288,280594,729,Illidan,Already Taken,Screams of a Forgotten Sky,Diamantine Voidcore,fyYTVrbDCBRvj6PL,10
61,Esra,Rogue,Assassination,Deathstalker,8947651.2662339,201661,729,Frostmourne,Honestly,Unyielding Netherprism,Astral Antenna,zG1q8kwWA9RxdV6X,11
62,Virnn,Shaman,Elemental,,8945506.2377557,255220,729,Area 52,Unprotected Hex,Diamantine Voidcore,Araz's Ritual Forge,xtq6drGJmHYjTcDz,8
63,Sendostbh,Rogue,Assassination,Deathstalker,8938670.5426924,204849,729,Tichondrius,Vibrant,Unyielding Netherprism,Astral Antenna,PgzCxMbFnQB6a81X,21
64,Ericsham,Shaman,Elemental,,8937246.9515575,216504,728,Illidan,velocity,Lily of the Eternal Weave,Diamantine Voidcore,mg2LKAH8F4XBkxhd,13
65,Lopaka,Shaman,Elemental,,8936628.2051913,203069,729,Tichondrius,Occasional Excellence,Diamantine Voidcore,Araz's Ritual Forge,FjLBXNYZ49kTp6Kt,21
66,Julim,Mage,Arcane,Spellslinger,8931329.81495,216482,729,Illidan,Muscle Memory,Diamantine Voidcore,Astral Antenna,Q37cLxk2VbpABPNR,34
67,Shaves,Shaman,Elemental,,8918177.3522106,203702,729,Illidan,Consequence,Araz's Ritual Forge,Diamantine Voidcore,JKnLNrDXaQWd1Y8q,9
68,Yxm,Mage,Arcane,Spellslinger,8917971.6446767,235335,729,Tichondrius,Nerd Rage,Diamantine Voidcore,Azhiccaran Parapodia,kzdY1BqmxGNJHwpR,2
69,Remkos,Hunter,Marksmanship,Dark Ranger,8916475.5105394,279998,729,Zul'jin,Skate Better,Unyielding Netherprism,Astral Antenna,fDyhWHmJatvpwqL7,19
70,Xyroleaf,Shaman,Elemental,,8916224.1940785,200826,729,Mal'Ganis,velocity,Araz's Ritual Forge,Diamantine Voidcore,mNaDkBnKGqLpCFxy,23
71,Frendz,Warlock,Destruction,Diabolist,8910894.8305532,201066,729,Tichondrius,Blur,Diamantine Voidcore,Azhiccaran Parapodia,gvP7dmfjFnRhYKb1,27
72,Jacch,Hunter,BeastMastery,Dark Ranger,8897669.3247842,284161,729,Frostmourne,Crimson,Unyielding Netherprism,Araz's Ritual Forge,WHJYP2y9LNTQbvXC,5
73,Fisherdylan,Hunter,BeastMastery,Dark Ranger,8896633.2953599,294065,728,Tichondrius,Fruition,Astral Antenna,Unyielding Netherprism,f7zjZ4KFyWGCAnt2,12
74,Toastie,Shaman,Elemental,,8894770.0566924,234423,728,Tichondrius,Snowblind,Diamantine Voidcore,Araz's Ritual Forge,CcZL2PN7qdBwn1Av,9
75,Naradas,Shaman,Elemental,,8894207.3970526,211030,729,Frostmourne,Copium,Araz's Ritual Forge,Diamantine Voidcore,CkTDbBFRcpqfxHLP,21
76,Instrom,Mage,Fire,Spellslinger,8890776.9747794,304553,729,Barthilas,Entropy,Azhiccaran Parapodia,Diamantine Voidcore,2mhTqcj7JyvZLgRC,23
77,Soulsad,Warlock,Destruction,Diabolist,8890390.3784212,222292,729,Zul'jin,Shade,Azhiccaran Parapodia,Diamantine Voidcore,PYWtkKzAvw1ZDjLd,18
78,Hèggs,Druid,Feral,Druid of the Claw,8884840.6653094,263276,729,Area 52,Slightly Serious,Araz's Ritual Forge,Astral Antenna,tP1mKAdC83rNZ6R4,57
79,Frannyw,Warrior,Fury,Slayer,8883913.5118438,255746,729,Area 52,YEP,Screams of a Forgotten Sky,Eradicating Arcanocore,wzPNWyMdqRGYBCkD,29
80,Chickenism,Druid,Balance,Druid of the Claw,8873640.3658794,208156,729,Icecrown,Vindicatum,Araz's Ritual Forge,Diamantine Voidcore,JkBAw7q6RfpZYNKL,1
81,Hoponwow,Hunter,BeastMastery,Dark Ranger,8873205.4368793,223952,729,Frostmourne,Post Prog Clarity,Araz's Ritual Forge,Unyielding Netherprism,4rwnQYF3fNk168tb,18
82,Plzbuffmage,Mage,Fire,Spellslinger,8871967.0346202,212708,729,Frostmourne,Honestly,Azhiccaran Parapodia,Diamantine Voidcore,FA9713DkntPCwxX4,18
83,Drz,Hunter,BeastMastery,Dark Ranger,8871013.2267977,225527,729,Zul'jin,Tabbed Out,Unyielding Netherprism,Araz's Ritual Forge,p184RzfhH9N6g2qV,18
84,Garnetqq,Hunter,BeastMastery,Dark Ranger,8870647.2865379,204849,729,Area 52,Vibrant,Araz's Ritual Forge,Unyielding Netherprism,PgzCxMbFnQB6a81X,21
85,Lethalxyz,Hunter,BeastMastery,Dark Ranger,8866947.4805174,224431,729,Moon Guard,Vibrant,Araz's Ritual Forge,Unyielding Netherprism,AJGqzBpgKVbdZ9tX,20
86,Tweedhunter,Hunter,BeastMastery,Dark Ranger,8857485.784264,256406,729,Mal'Ganis,Awakeníng,Araz's Ritual Forge,Unyielding Netherprism,qmWMTyDBNL7j8Xvk,17
87,Scalyskin,Druid,Balance,Tiger Thwap! (Unknown),8857254.1458031,207499,729,Frostmourne,Copium,Astral Antenna,Araz's Ritual Forge,rCKB2vcTnGLjZfYH,21
88,Zlex,Hunter,BeastMastery,Dark Ranger,8852536.0593774,211124,729,Zul'jin,Wing It,Araz's Ritual Forge,Unyielding Netherprism,Wj2bCrN8yvHKkRqx,23
89,Rasengone,Rogue,Assassination,Deathstalker,8850366.3493824,263276,729,Tichondrius,Slightly Serious,Astral Antenna,Unyielding Netherprism,tP1mKAdC83rNZ6R4,57
90,Talyndis,Hunter,BeastMastery,Dark Ranger,8844272.5318346,242346,729,Shadowsong,,Araz's Ritual Forge,Unyielding Netherprism,a7pJ2KtvD4F9ZwyL,21
91,Drawfhunt,Hunter,BeastMastery,Dark Ranger,8844143.3629847,347370,728,Frostmourne,Cope,Araz's Ritual Forge,Unyielding Netherprism,QWTgKCX8baRAVPBL,21
92,Pallock,Warlock,Destruction,Diabolist,8841361.8423005,269576,729,Mal'Ganis,Slurp Squad,Azhiccaran Parapodia,Diamantine Voidcore,Md9kDB8xNhjqfaVr,24
93,Booze,Shaman,Elemental,,8838610.310263,224068,729,Frostmourne,Entropy,Diamantine Voidcore,Araz's Ritual Forge,xvWLrbRwQgHKmc3f,17
94,Chazzed,Druid,Balance,Druid of the Claw,8832742.4827704,176295,729,Frostmourne,Honestly,Araz's Ritual Forge,Diamantine Voidcore,2VtyDR4CF6PGLjbd,28
95,Sixsnot,Hunter,BeastMastery,Dark Ranger,8831783.358047,279198,726,Area 52,Death Star Architect,Unyielding Netherprism,Ara-Kara Sacbrood,9h2QgpZDCcq7LjM6,35
96,Phantasha,Shaman,Elemental,,8830500.2477097,246256,729,Frostmourne,Scuffed,Araz's Ritual Forge,Diamantine Voidcore,GLdQHyqZkpBcPNV2,18
97,Babybrain,Warlock,Destruction,Diabolist,8828465.0682209,266634,729,Area 52,Idiot,Azhiccaran Parapodia,Diamantine Voidcore,rd2tTCbqvchLnDxN,20
98,Spatulahands,Rogue,Assassination,Deathstalker,8824210.3018869,244363,729,Mal'Ganis,nVus,Unyielding Netherprism,Astral Antenna,cGZ7tn6XrCPLp3R4,26
99,Tistic,Hunter,BeastMastery,Dark Ranger,8822168.1493721,274161,729,Area 52,Mid,Araz's Ritual Forge,Unyielding Netherprism,86xAmr9cMkqF4XBR,21
100,Dianox,Priest,Shadow,Archon,8821204.175017,202586,729,Area 52,Fun Detected,Diamantine Voidcore,Araz's Ritual Forge,2G6ntDrhMaN1KHJy,30
