rank,name,class,spec,hero_spec,amount,duration,ilvl,server,guild,trinket_1,trinket_2,report,fight_id
50,Лазолванус,Hunter,BeastMastery,Dark Ranger,8780738.4873858,463820,729,Гордунни,Колесо сансары,Unyielding Netherprism,Araz's Ritual Forge,LKTp8XQJ1mRxFy6A,31
51,Шаттомх,Hunter,BeastMastery,Dark Ranger,8777040.904717,595104,729,Ревущий фьорд,Гнев Анархии,Araz's Ritual Forge,Unyielding Netherprism,1ABWZm2zMYFJND4j,47
52,Anonymous,Mage,Arcane,Spellslinger,8771746.8998392,449362,729,,,Diamantine Voidcore,Astral Antenna,a:D9wFvTZQbWxa4gtA,44
53,Quivs,Hunter,BeastMastery,Dark Ranger,8767542.2283243,480398,729,Tarren Mill,JAGET,Araz's Ritual Forge,Unyielding Netherprism,kcjgHFDB7ZyVvQXa,9
54,Màndow,Shaman,Elemental,,8760423.9792899,455004,729,Hyjal,Offline,Araz's Ritual Forge,Diamantine Voidcore,NT3j6DYC7aBr2xnL,26
55,Parijan,Hunter,BeastMastery,Dark Ranger,8747286.2897403,509452,729,Draenor,The Fugitives,Araz's Ritual Forge,Unyielding Netherprism,Xpw89Jx2AVCZBvPF,43
56,Siphr,Hunter,BeastMastery,Dark Ranger,8746998.4421769,474442,729,Silvermoon,,Araz's Ritual Forge,Unyielding Netherprism,vJwTq92WZd6QrzcV,15
57,Pavah,Hunter,BeastMastery,Dark Ranger,8734872.9960131,499888,729,Twisting Nether,The Next Step,Araz's Ritual Forge,Unyielding Netherprism,fQkgTR6HJNWYBmCX,47
58,Mïndï,Mage,Arcane,Spellslinger,8730091.7319647,524583,729,Sanguino,High Quality,Diamantine Voidcore,Astral Antenna,1hxWJMZ6vzrR7NDQ,4
59,Annsie,Rogue,Subtlety,Deathstalker,8727485.6089231,543304,729,Stormscale,Vex Thal,Araz's Ritual Forge,Unyielding Netherprism,FXyBHhvrm2Rt9WY4,14
60,Celance,Hunter,BeastMastery,Dark Ranger,8724763.733496,457117,729,Kazzak,Advent,Araz's Ritual Forge,Unyielding Netherprism,3T1QFJHtPWMqXwcA,74
61,Vengz,DeathKnight,Frost,Rider of the Apocalypse,8702925.6978558,492285,729,Draenor,Reflection,Unyielding Netherprism,Astral Antenna,Vn4kyba796qHFvgB,23
62,Aniimuzz,Mage,Arcane,Spellslinger,8701800.1770176,532612,729,Twisting Nether,Northstar,Azhiccaran Parapodia,Diamantine Voidcore,gjKTPfVNYM8J6cAZ,48
63,Achilees,Rogue,Assassination,Deathstalker,8700121.5086917,475733,729,Draenor,Reflection,Astral Antenna,Unyielding Netherprism,7Qm9XW8TY3cnZCGb,26
64,Silencêdyo,Shaman,Elemental,,8685453.1272405,499008,729,Blackhand,Booty Bay Bingo Buddies,Diamantine Voidcore,Araz's Ritual Forge,f8pnw7DN2XAMPKdT,34
65,Pridest,Hunter,Marksmanship,Dark Ranger,8676647.5406798,507991,729,Dun Modr,Song,Astral Antenna,Unyielding Netherprism,d3TYX1VxgQkNp8Ra,1
66,Дефузик,Mage,Arcane,Spellslinger,8666368.8014616,540948,729,Ревущий фьорд,,Diamantine Voidcore,Astral Antenna,3qhtwCLvaGT2YPZn,13
67,Caldareta,Shaman,Elemental,,8661051.2471723,503093,729,Twisting Nether,Salty Tears,Diamantine Voidcore,Araz's Ritual Forge,n7jWaGvKNdZPQyMb,33
68,Hedgehogger,Shaman,Elemental,,8659398.5113856,489235,729,Argent Dawn,Mid Tier Crisis,Diamantine Voidcore,Araz's Ritual Forge,62LXHMFY1JpyG84b,9
69,Филдан,Shaman,Elemental,,8659196.8864978,474258,729,Ревущий фьорд,Зов Саргераса,Diamantine Voidcore,Araz's Ritual Forge,R29nZ41b3AmjHz8T,61
70,Skunkzy,Hunter,BeastMastery,Dark Ranger,8657218.1227175,481476,729,Tarren Mill,Somali Yacht Club,Improvised Seaforium Pacemaker,Unyielding Netherprism,gpFwJBYkhDxfyaMm,48
71,Zwartekat,Hunter,BeastMastery,Dark Ranger,8655283.9486231,502976,729,Twisting Nether,Disciples Reborn,Araz's Ritual Forge,Unyielding Netherprism,7dVRtDWkFmvAhzKN,33
72,Varàs,Hunter,BeastMastery,Dark Ranger,8648610.3310508,491142,729,Blackrock,TeamSpirit,Unyielding Netherprism,Araz's Ritual Forge,n3mKhyaf6rdCANzj,9
73,Macho,Hunter,Marksmanship,Dark Ranger,8647992.7098307,480004,729,Dalaran,Memento Morí,Unyielding Netherprism,Astral Antenna,AV8ZQzyLw2YhfnKr,17
74,Bilib,Shaman,Elemental,,8640364.2021021,481452,729,Dalaran,Contre soirée,Araz's Ritual Forge,Astral Antenna,B89VmGRaFbAYj2Qq,20
75,Coolente,DeathKnight,Frost,Rider of the Apocalypse,8638491.251411,509882,729,Draenor,Indecision,Unyielding Netherprism,Araz's Ritual Forge,mkZhw9v4dX2fpCV7,15
76,Ashenovil,Mage,Arcane,Spellslinger,8633882.7328846,516806,729,Blackhand,Easy Katka,Astral Antenna,Diamantine Voidcore,BRd6ZnrFgzvh2afp,53
77,Teori,Hunter,BeastMastery,Dark Ranger,8631236.0540131,476789,729,Zirkel des Cenarius,Schwingen des Phoenix,Araz's Ritual Forge,Unyielding Netherprism,rpLN7g9MvCWa8Tt4,55
78,Khaelt,Mage,Arcane,Spellslinger,8627968.3615416,492238,729,Sylvanas,Honolulu,Diamantine Voidcore,Azhiccaran Parapodia,hawgL9kq2b1dPYJf,9
79,Bobwizard,Mage,Arcane,Spellslinger,8627531.3476046,468736,729,Draenor,No Strings Attached,Azhiccaran Parapodia,Diamantine Voidcore,yrDBZNgY9R3nkPV4,32
80,Bngò,Hunter,BeastMastery,Dark Ranger,8613571.8322389,488722,729,Tarren Mill,OG Konflikt,Unyielding Netherprism,Improvised Seaforium Pacemaker,7GxnP1hjK9zArXcN,13
81,Rokilo,Shaman,Elemental,,8610656.9052628,522820,728,Draenor,Confluence,Lily of the Eternal Weave,Diamantine Voidcore,tNpfgKWQXdaHhCGm,4
82,Halkiasprime,Mage,Arcane,Spellslinger,8608655.7564301,504164,729,Silvermoon,Нет пути назад,Diamantine Voidcore,Azhiccaran Parapodia,VW1khdXTzZ9vpBb2,7
83,Ksuper,Mage,Arcane,Spellslinger,8606436.6106699,511924,727,Twisting Nether,BROOMERS,Astral Antenna,Diamantine Voidcore,KCv8tDcT3BkpQMrq,51
84,Monkoz,Shaman,Elemental,,8599238.2452867,496395,729,Twisting Nether,Revelations,Diamantine Voidcore,Araz's Ritual Forge,XKJf17GgxCT6wFVd,37
85,Jerksen,Mage,Arcane,Spellslinger,8597106.8158975,547139,729,Drak'thul,Exposed,Azhiccaran Parapodia,Diamantine Voidcore,hjPbTkJ32cwXNqdH,24
86,Hybrisjohnny,DeathKnight,Frost,Rider of the Apocalypse,8596433.8557426,485033,729,Tarren Mill,JAGET,Astral Antenna,Unyielding Netherprism,JB3LZNmYv2zMpDdQ,43
87,Boltxpriest,Priest,Shadow,Voidweaver,8595533.3522208,481594,729,Kazzak,Deception Red,Araz's Ritual Forge,Diamantine Voidcore,AyLgZGmf1MxVh9JW,26
88,Emidalee,Mage,Arcane,Spellslinger,8595117.8163076,496402,729,Blackmoore,My Way to Skill,Astral Antenna,Diamantine Voidcore,DAFyVJnf7bCBxWpr,13
89,Keiron,Mage,Arcane,Spellslinger,8593030.9961692,474090,729,Ravenholdt,RR inc,Diamantine Voidcore,Screams of a Forgotten Sky,MPFCmjdxZVT6NbJh,15
90,Ateros,Mage,Arcane,Spellslinger,8589949.9548304,544437,729,Draenor,Проксима,Diamantine Voidcore,Azhiccaran Parapodia,WTmLBMK6QvNfkCr3,12
91,Zilsar,Hunter,BeastMastery,Dark Ranger,8584542.1477438,478712,725,Draenor,Wiping As Intended,Unyielding Netherprism,Araz's Ritual Forge,Z3HWJKP8arcjpnxL,8
92,Жораменталь,Shaman,Elemental,,8584471.5907183,481257,729,Ревущий фьорд,Совет директоров,Araz's Ritual Forge,Diamantine Voidcore,qwk2abG3xVcDj7vZ,14
93,Rizyy,Rogue,Assassination,Deathstalker,8580718.0745679,551468,729,Kazzak,Гнев Анархии,Astral Antenna,Unyielding Netherprism,JbjxzvBmpNhfP41V,42
94,Пивникс,Rogue,Assassination,Deathstalker,8578216.2243521,579863,729,Ревущий фьорд,Гнев Анархии,Unyielding Netherprism,Astral Antenna,Ng3TB8HQdf792D4b,42
95,Beastmeister,Hunter,Marksmanship,Dark Ranger,8577896.3538183,508440,729,Eredar,Exôdus,Unyielding Netherprism,Astral Antenna,TYjbBmHkZtw9y4GA,7
96,Fuzzius,Mage,Arcane,Spellslinger,8577346.1891297,469065,729,Zul'jin,Frenzied Apes,Astral Antenna,Diamantine Voidcore,MvjkJPw89WngZ2Gy,15
97,Oneshots,Hunter,BeastMastery,Dark Ranger,8577201.5904318,493589,729,Hyjal,Resonance,Araz's Ritual Forge,Unyielding Netherprism,HRPt1QaB2LrbF9nJ,10
98,Minided,DeathKnight,Frost,Rider of the Apocalypse,8576548.2337971,542474,727,Blackmoore,Sin Qiraj,Unyielding Netherprism,Astral Antenna,rTPkpLdx4CyRnBqN,13
99,Дартфокси,Hunter,BeastMastery,Dark Ranger,8574893.4315607,505842,729,Ревущий фьорд,Голубые логи,Improvised Seaforium Pacemaker,Unyielding Netherprism,FAZLg2yx7PWrGvRp,16
100,Jöggahunt,Hunter,BeastMastery,Dark Ranger,8570958.4466252,483992,729,Tarren Mill,JAGET,Sigil of the Cosmic Hunt,Unyielding Netherprism,MkZgKAh16jCwxvq4,35
