rank,name,class,spec,hero_spec,amount,duration,ilvl,server,guild,trinket_1,trinket_2,report,fight_id
28,Zxcrogue,Rogue,Subtlety,Fatebound,12253576.958226,302008,728,Kazzak,Lithe,Araz's Ritual Forge,Unyielding Netherprism,cWrP2TL3MXa81pR6,16
29,Даняауг,Evoker,Augmentation,Chronowarden,12240940.624364,162053,729,Ревущий фьорд,Гнев Анархии,Astral Antenna,Araz's Ritual Forge,CzjWarTyb1JRPNHY,34
30,Fraull,Hunter,BeastMastery,Dark Ranger,12227024.249379,264914,729,Argent Dawn,Mid Tier Crisis,Araz's Ritual Forge,Unyielding Netherprism,jZfYktBKP8cH4Qa3,18
31,Anonymous,Monk,Windwalker,Conduit of the Celestials,12203492.298493,307732,729,,,Araz's Ritual Forge,Astral Antenna,a:7ytfhPmNz3rkDJ1Y,23
32,Backstabjr,Rogue,Subtlety,Deathstalker,12199742.036183,225520,729,Blackhand,Myth,Astral Antenna,Unyielding Netherprism,cBCGHJMkpdKbhNLm,19
33,Anonymous,Warrior,Fury,Slayer,12199650.396049,292388,729,,,Astral Antenna,Eradicating Arcanocore,a:xdY8kvtypF3T4296,17
34,Anonymous,Hunter,Marksmanship,Dark Ranger,12197949.673037,292388,729,,,Unyielding Netherprism,Astral Antenna,a:xdY8kvtypF3T4296,17
35,Anonymous,Hunter,Marksmanship,Dark Ranger,12150671.686431,276507,728,,,Unyielding Netherprism,Astral Antenna,a:Vt76jKQJY2Tm9fMc,18
36,Metiskicks,Monk,Windwalker,Poison-Drenched Armor (Unknown),12141610.52936,200544,729,Draenor,Synergize,Astral Antenna,Araz's Ritual Forge,J9QRYNBbvkVj6pcq,11
37,Хокей,Rogue,Subtlety,Deathstalker,12126307.112452,292248,729,Ревущий фьорд,Проксима,Unyielding Netherprism,Astral Antenna,9nr38LqDkXbf6gxw,28
38,Aizên,Shaman,Elemental,,12124800.038749,289036,728,Ravencrest,Death Wish,Araz's Ritual Forge,Diamantine Voidcore,qAHTYdLvcrBFDkwR,3
39,Fraekni,Monk,Windwalker,Poison-Drenched Armor (Unknown),12115047.750108,287036,729,Kazzak,,Astral Antenna,Araz's Ritual Forge,2a639vnFfNAbw8Lc,92
40,Anonymous,Hunter,Marksmanship,Dark Ranger,12095382.308059,310616,729,,,Astral Antenna,Unyielding Netherprism,a:FgRM7Vn1t8YpDC2Z,1
41,Violatîon,DemonHunter,Havoc,Aldrachi Reaver,12074569.885869,296326,729,Kazzak,Soviet Union,Unyielding Netherprism,Araz's Ritual Forge,zMh6wtDyJXdfRFK8,13
42,Kotoaghs,Mage,Arcane,Spellslinger,12070392.45803,298251,729,Kazzak,Tâvern,Azhiccaran Parapodia,Diamantine Voidcore,dkmqFTgzraPRMWb2,23
43,Quinnella,Hunter,Marksmanship,Dark Ranger,12054838.311614,315236,727,Twisting Nether,The Soulbound,Astral Antenna,Unyielding Netherprism,dLaGDJn6TmktB3NQ,35
44,Yatomonk,Monk,Windwalker,Poison-Drenched Armor (Unknown),12051079.98482,287217,728,Silvermoon,Против Шерсти,Unyielding Netherprism,Astral Antenna,QXYKR9v4GajMT1pd,29
45,Anonymous,Warrior,Fury,Slayer,12047280.353359,293979,729,,,Astral Antenna,Improvised Seaforium Pacemaker,a:TxGAdYRbW124tJ3z,18
46,Kaelachthree,Shaman,Elemental,,12018575.856342,271533,729,Draenor,Interstellar Bum Orcs,Araz's Ritual Forge,Diamantine Voidcore,v9XAbjMNF1TCfLn2,13
47,Archimôn,Mage,Arcane,Spellslinger,11998132.203952,174904,729,Draenor,homeless catgirls,Diamantine Voidcore,Azhiccaran Parapodia,2ah9cx7DnzPY3QCK,23
48,Xhentitude,Shaman,Elemental,,11988654.265235,270372,729,Tarren Mill,Retired Extremely Bad,Araz's Ritual Forge,Diamantine Voidcore,2cPGnY3DrwdJyAfb,13
49,Teemouz,Monk,Windwalker,Conduit of the Celestials,11983178.018,292785,728,Hyjal,Jet Set Club,Sigil of the Cosmic Hunt,Araz's Ritual Forge,VNxw8h4MdGKWQ3Dy,11
50,Lây,Monk,Windwalker,Conduit of the Celestials,11951117.367479,199459,729,Twisting Nether,The Next Step,Araz's Ritual Forge,Sigil of the Cosmic Hunt,KzQ3WR47dvJ6ZCrf,17
51,Zxcow,Rogue,Subtlety,Fatebound,11950068.715276,313904,726,Kazzak,Lithe,Araz's Ritual Forge,Unyielding Netherprism,wtTRNZr3AcMXb8mz,12
52,Kajaroo,Monk,Windwalker,Conduit of the Celestials,11948820.454627,223832,729,Kazzak,Northstar,Astral Antenna,Unyielding Netherprism,knzdXKhYwpyNaZTg,17
53,Kaellachtwo,Shaman,Elemental,,11941776.433422,308946,729,Draenor,Interstellar Bum Orcs,Araz's Ritual Forge,Diamantine Voidcore,8Cf4acwxbQMWpmHj,57
54,Shiunar,Shaman,Elemental,,11941640.756338,293731,729,Kazzak,Vigilance,Diamantine Voidcore,Araz's Ritual Forge,d3HbDjVh6pC1TQvw,47
55,Anonymous,Hunter,Marksmanship,Dark Ranger,11937411.776105,288975,725,,,Improvised Seaforium Pacemaker,Unyielding Netherprism,a:ajJ17ZctQC2f9gPX,16
56,Yfosmplaze,Monk,Windwalker,Poison-Drenched Armor (Unknown),11930175.582332,285490,726,Twisting Nether,O M E G A,Unyielding Netherprism,Astral Antenna,qRKcPZark8n9ADXH,12
57,Icarusm,Monk,Windwalker,Poison-Drenched Armor (Unknown),11914978.344742,289260,728,Ragnaros,crystal method,Astral Antenna,Signet of the Priory,WxJnYkjK8rcbhTt7,8
58,Jdaweey,Shaman,Elemental,,11905718.798447,296716,721,Kazzak,Death Wish,Araz's Ritual Forge,Astral Antenna,62P1KgDnWxwZHqGj,14
59,Deadpluse,DeathKnight,Frost,Rider of the Apocalypse,11900319.583449,310742,729,Kazzak,Miranä,Unyielding Netherprism,Improvised Seaforium Pacemaker,BXn9VL4kK8a2vTGw,3
60,Erebrick,Monk,Windwalker,Poison-Drenched Armor (Unknown),11890705.938314,297475,728,Tarren Mill,,Araz's Ritual Forge,Astral Antenna,4Mj9J7KLmXZpFnxD,19
61,Anonymous,Hunter,Marksmanship,Dark Ranger,11883525.151547,275987,729,,,Araz's Ritual Forge,Unyielding Netherprism,a:wyMkKHA2d1cBQDp7,11
62,Zoophobe,Hunter,Marksmanship,Dark Ranger,11881043.023173,239801,729,Tarren Mill,Husk at Crit,Screams of a Forgotten Sky,Unyielding Netherprism,TwgH4XKvj7dtYqQ9,13
63,Kaellachfive,Hunter,Marksmanship,Dark Ranger,11872531.367263,289681,729,Draenor,Interstellar Bum Orcs,Unyielding Netherprism,Astral Antenna,hzyDjrZXQ7KbAnpw,12
64,Askeluderen,Monk,Windwalker,Poison-Drenched Armor (Unknown),11869671.228552,354751,729,Tarren Mill,Ceros,Astral Antenna,Unyielding Netherprism,kV1yg3w2YBFJqthn,2
65,Stackedspin,Monk,Windwalker,Poison-Drenched Armor (Unknown),11866398.918576,261507,729,Draenor,homeless catgirls,Araz's Ritual Forge,Sigil of the Cosmic Hunt,Wf4L96a8rZRg2hpB,69
66,Dëêpâtrâktør,Hunter,Marksmanship,Dark Ranger,11858450.119172,212717,729,Ragnaros,Unnecessary Flame,Astral Antenna,Unyielding Netherprism,KhgFqAw2krnHd4Qx,38
67,Anonymous,Hunter,Marksmanship,Dark Ranger,11844456.990596,279032,729,,,Unyielding Netherprism,Astral Antenna,a:4mqwpBTc6YMAxFk7,8
68,Newjeans,Hunter,BeastMastery,Dark Ranger,11835192.771233,242697,729,Sargeras,Origin,Unyielding Netherprism,Improvised Seaforium Pacemaker,Z798dRCPaXkbfmNv,30
69,Celance,Hunter,BeastMastery,Dark Ranger,11833800.533989,191015,729,Kazzak,Advent,Improvised Seaforium Pacemaker,Unyielding Netherprism,wQMcDgqBmXFjfHL7,39
70,Zoeyhunt,Hunter,Marksmanship,Dark Ranger,11826073.954031,215972,729,Thrall,value,Unyielding Netherprism,Improvised Seaforium Pacemaker,GV8pmfYqMHCgK4AD,10
71,Shinal,Shaman,Elemental,,11822454.224455,290286,729,Kazzak,Blackoath,Diamantine Voidcore,Araz's Ritual Forge,d3HbDjVh6pC1TQvw,152
72,Chazhaar,Shaman,Enhancement,,11818472.825796,279953,728,Draenor,Killing Time,Astral Antenna,Araz's Ritual Forge,a9NqpxZ2cfyKX4zt,12
73,Thørfìnn,Paladin,Retribution,,11816133.057059,298496,729,Archimonde,Suspicion,Araz's Ritual Forge,Astral Antenna,ZxLKCT79qGRNYB1F,2
74,Jdaweex,Shaman,Elemental,,11813878.487158,308955,724,Kazzak,Death Wish,Araz's Ritual Forge,Diamantine Voidcore,8xawApbrXZhntKgc,20
75,Psychi,Rogue,Subtlety,Fatebound,11813664.685391,295096,729,Twisting Nether,Snake Eyes,Unyielding Netherprism,Araz's Ritual Forge,npHvqX3YLxJdZrQ6,13
76,Anonymous,Monk,Windwalker,Conduit of the Celestials,11811297.881155,311396,723,,,Astral Antenna,Araz's Ritual Forge,a:JpPDXAhNyg4bmr3k,23
77,Souplul,Monk,Windwalker,Poison-Drenched Armor (Unknown),11808795.484667,304075,727,Kazzak,Lumination,Araz's Ritual Forge,Astral Antenna,LJ697Xd8ZcwMVQD4,38
78,Shtreangow,Warrior,Fury,Slayer,11805454.951494,299344,729,Twisting Nether,Mici Bere si Manele,Eradicating Arcanocore,Astral Antenna,8yZanR4BmCw6GjYV,15
79,Anonymous,Warrior,Fury,Slayer,11803832.216468,283830,729,,,Eradicating Arcanocore,Unyielding Netherprism,a:rfqGatnVcyTp7HK6,16
80,Bombbaclaat,Monk,Windwalker,Conduit of the Celestials,11795748.79643,292671,729,Twisting Nether,Crimson Guards,Araz's Ritual Forge,Astral Antenna,1VCTaXxf4q6htAJg,2
81,Kenpâchi,Paladin,Retribution,,11793931.806871,297376,729,Kazzak,R E V E R,Araz's Ritual Forge,Astral Antenna,PR1xkW2gQaJyZDFm,21
82,Kalleww,Monk,Windwalker,Poison-Drenched Armor (Unknown),11793596.398188,326780,729,Tarren Mill,Pajala Sunrise,Araz's Ritual Forge,Astral Antenna,YAd8GmQpCkc3vBwK,8
83,Touch,Monk,Windwalker,Poison-Drenched Armor (Unknown),11788247.891224,273737,728,Mal'Ganis,Legion der Horde,Cursed Stone Idol,Astral Antenna,MNdTa4nQhGt2z7mw,2
84,Rãiñ,Monk,Windwalker,Poison-Drenched Armor (Unknown),11787557.360117,308847,729,Nemesis,Pirates of Scarlet Moon,Araz's Ritual Forge,Unyielding Netherprism,qGNAagt7Z2zR1yKT,30
85,Anonymous,Hunter,Marksmanship,Dark Ranger,11780940.183348,299649,729,,,Unyielding Netherprism,Astral Antenna,a:4LaRGvk3mz6BDh1r,3
86,Deemonn,DeathKnight,Frost,Rider of the Apocalypse,11773452.639283,289681,729,Draenor,Advance,Astral Antenna,Unyielding Netherprism,hzyDjrZXQ7KbAnpw,12
87,Pablomdlr,DeathKnight,Frost,Rider of the Apocalypse,11772557.009404,287207,729,Ravencrest,Mugiwara,Unyielding Netherprism,Astral Antenna,jK2zchd1Lt6MpRPy,11
88,Xabrans,Hunter,Marksmanship,Dark Ranger,11765760.625676,294146,728,Ravencrest,,Unyielding Netherprism,Astral Antenna,hGFH4NPra6vZw8mq,3
89,Zørix,Evoker,Devastation,Chronowarden,11745380.783655,202921,729,Hyjal,Wisp,Araz's Ritual Forge,Diamantine Voidcore,nwVKHpA6vPWfzM3Q,8
90,Anonymous,Hunter,BeastMastery,Dark Ranger,11728289.982575,269161,729,,,Araz's Ritual Forge,Unyielding Netherprism,a:TZW3rBhDkK1VdHtQ,13
91,Reinharddt,Warrior,Fury,Slayer,11727903.696458,292388,729,Twisting Nether,,Eradicating Arcanocore,Astral Antenna,YH1kDMhTGmg8J7ZA,17
92,Biilihunter,Hunter,Marksmanship,Dark Ranger,11725526.24814,295640,726,Kazzak,,Unyielding Netherprism,Astral Antenna,aZVgA3ztXQr2MRHG,21
93,Rankàisija,Warrior,Fury,Slayer,11721138.439883,305490,728,Twisting Nether,Misty Moon,Eradicating Arcanocore,Astral Antenna,pKZ1RmvVn7aQDMH3,19
94,Unskined,Rogue,Subtlety,Fatebound,11720113.083861,316535,728,Azjol-Nerub,,Unyielding Netherprism,Astral Antenna,79DgqG2mLP18k3HY,15
95,Revm,Monk,Windwalker,Conduit of the Celestials,11717360.487563,299941,729,Thrall,TheDen,Araz's Ritual Forge,Empowering Crystal of Anub'ikkaj,DKZNdTvtCY132mBX,3
96,Eleyul,Monk,Windwalker,Poison-Drenched Armor (Unknown),11709644.330594,258819,729,Argent Dawn,one last e-date,Astral Antenna,Araz's Ritual Forge,XZBD42nqjTYbPamp,17
97,Shoutwlock,Warlock,Destruction,Diabolist,11702078.225265,287209,728,Twisting Nether,Mental Apocalypse,Diamantine Voidcore,Azhiccaran Parapodia,DTYRcvn6FrVaLKQq,55
98,Zapptronic,Shaman,Elemental,,11696710.386441,285218,726,Twisting Nether,The Happy Few,Astral Antenna,Araz's Ritual Forge,XMgyvRNcajA7CWpr,3
99,Лавыч,Shaman,Elemental,,11693486.067318,257524,729,Гордунни,Инвиктус,Araz's Ritual Forge,Astral Antenna,WZxdVH4bvahBQnYK,19
100,Ferdox,Monk,Windwalker,Poison-Drenched Armor (Unknown),11691734.869305,276177,729,Twisting Nether,,Astral Antenna,Araz's Ritual Forge,9Xr3dL6FaKzvNgq4,9
