rank,name,class,spec,hero_spec,amount,duration,ilvl,server,guild,trinket_1,trinket_2,report,fight_id
33,Yadrielz,Druid,Balance,Tiger Thwap! (Unknown),8099476.154917,187481,729,Hyjal,Zênith,Araz's Ritual Forge,Diamantine Voidcore,XknvG931KMVjQwcb,6
34,Astrally,Druid,Balance,Druid of the Claw,8096473.249781,178092,729,Kazzak,Competence Optional,Diamantine Voidcore,Araz's Ritual Forge,WDQJhmx8V92GPjZK,1
35,Sorensonhall,Hunter,Marksmanship,Dark Ranger,8096054.0115585,237227,729,Draenor,Cutting Bread,Unyielding Netherprism,Sigil of the Cosmic Hunt,LTQVCJd1McygzKXG,3
36,Lonelylunar,Druid,Balance,Druid of the Claw,8092579.4944174,190592,729,Kazzak,Project,Diamantine Voidcore,Araz's Ritual Forge,bDZaMCT9hGnXf2m8,39
37,Breathlyy,Hunter,Marksmanship,Dark Ranger,8088370.1562178,189031,729,Draenor,One of Us,Astral Antenna,Unyielding Netherprism,2ZNM6tRFDjHpBq1y,15
38,Clunks,Druid,Balance,Druid of the Claw,8085758.6581834,185778,729,Blackrock,Pull bei Eins,Araz's Ritual Forge,Astral Antenna,YZ3x46fHrdyhzMCQ,4
39,Falavar,Druid,Balance,Tiger Thwap! (Unknown),8082639.5992097,177150,729,Silvermoon,Deception Red,Araz's Ritual Forge,Diamantine Voidcore,bq7xQ4XMhvgJwLZt,7
40,Fierceberry,Druid,Balance,Tiger Thwap! (Unknown),8074519.8652215,184896,729,Burning Legion,Blight,Araz's Ritual Forge,Diamantine Voidcore,FV98xGPtZacJwYW7,3
41,Meowni,Druid,Balance,Tiger Thwap! (Unknown),8071310.3279411,183783,729,Twisting Nether,Reflection,Araz's Ritual Forge,Astral Antenna,74jMpnmPKa8QkBJw,2
42,Nitsou,Druid,Feral,Druid of the Claw,8070890.9308902,274404,729,Hyjal,Mindless,Araz's Ritual Forge,Astral Antenna,aY9CjmDgThXpbtFJ,4
43,Opora,Druid,Balance,Druid of the Claw,8068773.8845213,192070,729,Kazzak,Northstar,Araz's Ritual Forge,Astral Antenna,Nv1YwbcGy3rRxV2P,1
44,Murion,Shaman,Elemental,,8064153.8122497,186045,729,Ragnaros,Northstar,Araz's Ritual Forge,Diamantine Voidcore,mfTnZC4M7aRjdhFb,11
45,Priimhunt,Hunter,BeastMastery,Dark Ranger,8061587.8446616,170312,729,Kazzak,Cursed Gifts,Unyielding Netherprism,Astral Antenna,NvFrXQxBtzRP7dgZ,4
46,Chibbis,Druid,Balance,Druid of the Claw,8057443.0287139,187261,729,Tarren Mill,BROOMERS,Araz's Ritual Forge,Diamantine Voidcore,2M7qHfmBwxjcthRY,4
47,Stormixh,Hunter,BeastMastery,Dark Ranger,8056971.255536,176347,729,Silvermoon,Phoenix,Astral Antenna,Unyielding Netherprism,BWvCtQwmahXMRNVD,4
48,Rotí,Druid,Balance,Tiger Thwap! (Unknown),8055386.0170042,184896,729,Tarren Mill,Blight,Diamantine Voidcore,Araz's Ritual Forge,FV98xGPtZacJwYW7,3
49,Kaluzz,Hunter,BeastMastery,Dark Ranger,8050369.2340576,243282,729,Kazzak,,Araz's Ritual Forge,Unyielding Netherprism,nkjbXLtK6gW3NYaw,42
50,Gdolfhunter,Hunter,BeastMastery,Dark Ranger,8046067.6574132,183498,729,Tarren Mill,Revoke,Araz's Ritual Forge,Unyielding Netherprism,VdftFrXKGCzTp3PR,1
51,Werdup,Shaman,Enhancement,,8044659.7859244,182926,729,Sunstrider,Echoes,Astral Antenna,Araz's Ritual Forge,tv3mjyXNk8BcRFQP,17
52,Genx,Druid,Balance,Tiger Thwap! (Unknown),8044086.7876566,183321,729,Stormscale,Deception,Diamantine Voidcore,Araz's Ritual Forge,7CwbT4dJp82tA6zZ,3
53,Boomanddown,Druid,Balance,Tiger Thwap! (Unknown),8040539.5944974,186238,729,Thrall,Copium,Araz's Ritual Forge,Astral Antenna,nKLADHc8Vb6d3PRp,5
54,Milían,Druid,Balance,Druid of the Claw,8032243.9391487,185370,729,Bronze Dragonflight,homeless catgirls,Diamantine Voidcore,Araz's Ritual Forge,nFaqBDHwTgdXxVbY,2
55,Guiltyas,Druid,Feral,Druid of the Claw,8028586.5900099,175153,729,Turalyon,Pure,Araz's Ritual Forge,Astral Antenna,k1vHMnVRJqwtNaxZ,16
56,Junalai,Druid,Balance,Druid of the Claw,8028280.7610281,183804,729,Twisting Nether,Unwealthy Homeless Men,Araz's Ritual Forge,Diamantine Voidcore,8QVTW4fjJKwAnLkN,1
57,Mayaler,Druid,Balance,Tiger Thwap! (Unknown),8016570.5364625,187357,727,Kazzak,Who Asked,Araz's Ritual Forge,Diamantine Voidcore,2HA814QqybCa3rYT,51
58,Knärtan,Hunter,Marksmanship,Dark Ranger,8013493.2740384,244203,729,Silvermoon,Purrfected,Astral Antenna,Unyielding Netherprism,dFcDPtmQvkM6fh4L,3
59,Ánotlos,Druid,Balance,Tiger Thwap! (Unknown),8011412.6352093,191370,729,Draenor,Solid Lads,Araz's Ritual Forge,Diamantine Voidcore,9TQPH2NLxJYpay3r,5
60,Femboyvoker,Evoker,Augmentation,Chronowarden,8007817.4522462,180928,729,Draenor,Who Asked,Lily of the Eternal Weave,Diamantine Voidcore,9btZzkrJvjRnNFXc,7
61,Kazmodr,Druid,Balance,Tiger Thwap! (Unknown),7995296.3152159,176184,729,Draenor,macht DRUCK,Araz's Ritual Forge,Astral Antenna,k2L4qgVY3z9vhDNr,2
62,Èd,Hunter,BeastMastery,Dark Ranger,7994355.6074084,225853,729,Tarren Mill,HKM,Unyielding Netherprism,Araz's Ritual Forge,pn4GQt83YFhavDXx,2
63,Thickchief,Mage,Arcane,Spellslinger,7983975.083855,187228,729,Twisting Nether,Meaningful Choice,Diamantine Voidcore,Astral Antenna,3n8tK19BPdzRQw7T,1
64,Гримджокс,Shaman,Elemental,,7979441.7328198,152676,729,Ревущий фьорд,Гнев Анархии,Diamantine Voidcore,Araz's Ritual Forge,QvMzn9YWp3786FrX,5
65,Oogymezipzap,Shaman,Elemental,,7977813.6067212,169137,729,Draenor,Cursed Gifts,Araz's Ritual Forge,Diamantine Voidcore,v12cyRXWw6VtdxMh,5
66,Пиццекантроп,Hunter,Marksmanship,Dark Ranger,7975430.4777445,220620,729,Ревущий фьорд,,Unyielding Netherprism,Sigil of the Cosmic Hunt,Hmd3p6ZB2GMPRQAz,3
67,Augmentfluup,Evoker,Augmentation,Scalecommander,7973324.8600994,178877,728,Tarren Mill,Hatewatching,Naazindhri's Mystic Lash,Lily of the Eternal Weave,JwLqdbzPZjB2fGcm,15
68,Granini,Druid,Balance,Tiger Thwap! (Unknown),7969973.8200165,191062,729,Blackrock,Solids,Araz's Ritual Forge,Diamantine Voidcore,hW2YLkD37fbg8qjd,1
69,Battletroll,Hunter,BeastMastery,Dark Ranger,7963242.2567271,233719,729,Blackhand,Northern Sky,Araz's Ritual Forge,Unyielding Netherprism,yLQFhdzrJGXcVbaC,50
70,Dnbbirb,Druid,Balance,Tiger Thwap! (Unknown),7957550.7457551,185986,728,Draenor,Equity,Araz's Ritual Forge,Astral Antenna,RLTfv97DhK4zBPxM,22
71,Zommoros,Mage,Fire,Spellslinger,7952102.6938795,170312,729,Draenor,Cursed Gifts,Diamantine Voidcore,Astral Antenna,NvFrXQxBtzRP7dgZ,4
72,Bumnak,Druid,Balance,Tiger Thwap! (Unknown),7951659.8009543,183375,729,Hyjal,Blue Castle,Araz's Ritual Forge,Astral Antenna,KfxtARa72y3c96DM,31
73,Eostres,Druid,Feral,Druid of the Claw,7950539.013093,184374,729,Tarren Mill,Competence Optional,Araz's Ritual Forge,Astral Antenna,tQzay7Z1A2YqDnC3,4
74,Engineercvl,Druid,Feral,Druid of the Claw,7949986.5411652,291630,729,Kazzak,Miranä,Araz's Ritual Forge,Astral Antenna,9Z1hMkGvraPQWmJd,1
75,Turbogronil,Druid,Feral,Wildstalker,7942353.3201045,171847,729,Archimonde,Suspicion,Astral Antenna,Araz's Ritual Forge,aVLdA8HJcXM42T7y,3
76,Elejulego,Shaman,Elemental,,7938697.5171309,258451,729,Argent Dawn,one last e-date,Araz's Ritual Forge,Diamantine Voidcore,gqYrL1pv9dBbWNAX,42
77,Spiritvalc,Shaman,Elemental,,7936481.7608416,175666,729,Tarren Mill,Phoenix,Araz's Ritual Forge,Diamantine Voidcore,bKzyw3YnRGFWmDv7,4
78,Turtlehuntts,Hunter,BeastMastery,Dark Ranger,7926247.5206294,247341,729,Kazzak,Project,Unyielding Netherprism,Astral Antenna,HYCFf6RP9aZNqV8G,89
79,Kodkasseven,Shaman,Elemental,,7925249.5887655,253505,729,Drak'thul,Exposed,Diamantine Voidcore,Araz's Ritual Forge,jGJNpMf9CWFv8QVR,5
80,Chrisums,Druid,Balance,Druid of the Claw,7923428.3621258,169952,729,Turalyon,Pure,Diamantine Voidcore,Araz's Ritual Forge,W8k7zRbK2xQGZDwr,2
81,Cnu,Druid,Balance,Druid of the Claw,7916250.2179599,189255,729,Ragnaros,,Araz's Ritual Forge,Astral Antenna,WMD7Gr63cXY9dLRA,4
82,Vaynena,Hunter,Marksmanship,Dark Ranger,7915405.6186417,258817,729,Kazzak,Exiled,Astral Antenna,Unyielding Netherprism,Y9xDtQyZGvdWRCzX,7
83,Deetaa,Druid,Feral,Wildstalker,7910906.8336688,185786,728,Eredar,Chainless,Araz's Ritual Forge,Improvised Seaforium Pacemaker,bFjpm9zH7G8xhfZV,13
84,Trollingt,Druid,Balance,Druid of the Claw,7903042.1435204,188475,729,Draenor,The Fugitives,Araz's Ritual Forge,Diamantine Voidcore,pt6Pw2VZqavnXMcT,2
85,Loisoanh,Shaman,Elemental,,7902238.29255,143114,729,Kazzak,Гнев Анархии,Diamantine Voidcore,Araz's Ritual Forge,CzjWarTyb1JRPNHY,8
86,Tguy,Mage,Fire,Spellslinger,7899043.4963906,184659,729,Tarren Mill,Indecisive,Azhiccaran Parapodia,Diamantine Voidcore,kNGDYBaAPWRb3Cr4,9
87,Vengz,DeathKnight,Frost,Rider of the Apocalypse,7894989.2261209,168463,729,Draenor,Reflection,Unyielding Netherprism,Araz's Ritual Forge,azpkj8rt1Rwhf2Mb,4
88,Altidot,Warlock,Destruction,Diabolist,7894304.2249199,169447,729,Twisting Nether,Reflection,Diamantine Voidcore,Astral Antenna,KLPd19CMtRnbrA7v,4
89,Anonymous,Hunter,Marksmanship,Dark Ranger,7890808.0250218,248423,728,,,Astral Antenna,Unyielding Netherprism,a:vZn46Hfd8VrjGbWT,2
90,Pnz,Mage,Fire,Spellslinger,7890386.8161708,173819,729,Tarren Mill,Drama,Diamantine Voidcore,Azhiccaran Parapodia,9J4zjDTavRpP1BqK,32
91,Шаттом,Warlock,Destruction,Diabolist,7887192.9720363,143114,729,Ревущий фьорд,Гнев Анархии,Diamantine Voidcore,Azhiccaran Parapodia,CzjWarTyb1JRPNHY,8
92,Keerasx,Shaman,Elemental,,7885998.092887,179853,729,Kazzak,,Araz's Ritual Forge,Diamantine Voidcore,QYWVkadfhL4jMCNB,1
93,Xerworm,Warlock,Destruction,Diabolist,7874095.4652296,174430,729,Tarren Mill,Echo,Astral Antenna,Diamantine Voidcore,ZAJWwkfFyxpX4K8P,1
94,Arkae,Mage,Arcane,Spellslinger,7868782.0727129,265015,729,Draenor,Save The Wife,Astral Antenna,Diamantine Voidcore,VGQrMDpcRktZvyaz,24
95,Jaffjaeger,Hunter,BeastMastery,Dark Ranger,7862549.861689,172076,729,Kazzak,Deception,Unyielding Netherprism,Araz's Ritual Forge,2hn6kHJFxvyg7AWC,8
96,Gavelin,Druid,Balance,Tiger Thwap! (Unknown),7859230.9651066,190466,729,Tarren Mill,eXsto,Araz's Ritual Forge,Astral Antenna,VhRL1YDmXqP9tnCy,2
97,Zørix,Evoker,Devastation,,7853159.4031926,175467,729,Hyjal,Wisp,Araz's Ritual Forge,Diamantine Voidcore,zpfhLkFWVw3crmTK,5
98,Lunym,Mage,Arcane,Spellslinger,7850301.0286701,194523,729,Blackhand,evicted,Azhiccaran Parapodia,Diamantine Voidcore,dyM1DPaQb9HWXGp6,9
99,Ulria,Druid,Balance,Tiger Thwap! (Unknown),7837732.6466783,183207,729,Tarren Mill,Cursed Gifts,Diamantine Voidcore,Araz's Ritual Forge,L67Y1bG9wVA4xvW3,1
100,Rodey,Druid,Balance,Druid of the Claw,7836992.0970266,178920,729,Twisting Nether,Revelations,Astral Antenna,Araz's Ritual Forge,RGQrNTk7qwv9PjCf,1
