rank,name,class,spec,hero_spec,amount,duration,ilvl,server,guild,trinket_1,trinket_2,report,fight_id
26,Gothmommy,Warlock,Destruction,Diabolist,10400390.282634,255666,729,Sylvanas,Advent,Azhiccaran Parapodia,Ara-Kara Sacbrood,p7zH8BbtMTG1fKhg,33
27,Шаттомгпт,Warlock,Destruction,Diabolist,10331576.741063,253150,729,Ревущий фьорд,Гнев Анархии,Diamantine Voidcore,Azhiccaran Parapodia,Vf6mrcvhFANb8PTH,25
28,Hypepriest,Priest,Shadow,Archon,10294722.056236,192118,729,Sylvanas,Honolulu,Araz's Ritual Forge,Diamantine Voidcore,y6mhTWc7FDLpja3J,24
29,Mythlockfive,Warlock,Destruction,Diabolist,10294487.416439,263280,728,Drak'thul,Exposed,Diamantine Voidcore,Astral Antenna,HJLNV14ZGh8FgT37,27
30,Rvivr,Priest,Shadow,Archon,10291475.450606,406120,729,Twisting Nether,,Azhiccaran Parapodia,Diamantine Voidcore,tdYM2j6DX47KgcFz,24
31,Трахманиноф,Warlock,Destruction,Diabolist,10281703.243469,280533,729,Ревущий фьорд,Гнев Анархии,Diamantine Voidcore,Astral Antenna,JCH1Z8fLYcg32dWQ,28
32,Rektaside,Warlock,Destruction,Diabolist,10276877.763028,254612,729,Kazzak,Opposite,Azhiccaran Parapodia,Diamantine Voidcore,XYbdV2AZWmn8GBjx,28
33,Shóutwl,Warlock,Destruction,Diabolist,10274129.38326,250527,729,Twisting Nether,Mental Apocalypse,Diamantine Voidcore,Azhiccaran Parapodia,k3AJVZ2hqnmfwjRg,30
34,Devilfluffy,Warlock,Destruction,Diabolist,10270626.077684,276635,729,Blackhand,Reprogress Live,Astral Antenna,Azhiccaran Parapodia,9NAd37W2YVMhcRCF,30
35,Chiccohunt,Hunter,BeastMastery,Dark Ranger,10265625.82872,256118,729,Silvermoon,Проксима,Araz's Ritual Forge,Unyielding Netherprism,bYvTjZLAFpc8RDhm,37
36,Chijing,Monk,Windwalker,Poison-Drenched Armor (Unknown),10259949.117334,258988,729,Stormreaver,Slack,Araz's Ritual Forge,Astral Antenna,PMTBnfXJYV3Qvr6b,18
37,Фдвтолпу,Hunter,BeastMastery,Dark Ranger,10258803.844268,250867,729,Гордунни,Биботрясы Златоземья,Astral Antenna,Unyielding Netherprism,8Z4xbRHcAr6zyhPL,47
38,Шаттомвл,Warlock,Destruction,Diabolist,10255582.942343,261302,729,Ревущий фьорд,Гнев Анархии,Azhiccaran Parapodia,Diamantine Voidcore,PrFqHz73mTNbDLV6,26
39,Shac,Priest,Shadow,Archon,10243330.133307,407705,729,Kirin Tor,Penda Nèthl Heshlà,Diamantine Voidcore,Empowering Crystal of Anub'ikkaj,LJQfKDF9V74tWGnj,39
40,Шаттомм,Warlock,Affliction,Diabolist,10241035.468257,248955,729,Ревущий фьорд,Гнев Анархии,Diamantine Voidcore,Araz's Ritual Forge,X1n23j4qJ9kVTbcy,27
41,Shadowdead,Mage,Arcane,Spellslinger,10233600.061176,398846,729,Ravencrest,,Astral Antenna,Diamantine Voidcore,gRFBqh2zLjNVK7G4,64
42,Frmy,Warlock,Destruction,Diabolist,10229228.159582,271183,729,Nemesis,Pirates of Scarlet Moon,Diamantine Voidcore,Azhiccaran Parapodia,xhc9vb8TPgXWBpYZ,24
43,Manfredini,Warlock,Destruction,Diabolist,10224571.642635,252929,729,Tarren Mill,Hatewatching,Azhiccaran Parapodia,Diamantine Voidcore,wNjKkd6pfCtYWrm7,29
44,Freakydemons,Warlock,Destruction,Diabolist,10216619.708673,268907,728,Silvermoon,Deception Blue,Azhiccaran Parapodia,Diamantine Voidcore,MpKncCA6XtTFBfYd,23
45,Shekellover,Warlock,Destruction,Diabolist,10214626.049523,252972,729,Thrall,Wipe it Out,Azhiccaran Parapodia,Diamantine Voidcore,7GtCp89LQFmTAJxX,44
46,Morehex,Mage,Arcane,Spellslinger,10199385.626856,394931,729,Silvermoon,The Tavern,Diamantine Voidcore,Astral Antenna,2MDX4gwBYkvrQf1j,27
47,Elejulego,Shaman,Elemental,,10196170.684526,231591,729,Argent Dawn,one last e-date,Araz's Ritual Forge,Diamantine Voidcore,gJfRWpvKhjP4GT7q,33
48,Beefytauren,Shaman,Elemental,,10192570.641147,259254,729,Ragnaros,Invalid Target,Araz's Ritual Forge,Diamantine Voidcore,mg8C1cVxnpAjNhwk,24
49,Nífg,Warlock,Destruction,Diabolist,10180733.067992,272856,729,Stormreaver,Kultzipuppelit,Diamantine Voidcore,Azhiccaran Parapodia,gQkKVxPz19MJ2Gb7,4
50,Yoinka,Rogue,Subtlety,Deathstalker,10166212.089119,254940,729,Blackmoore,Amazing Stories,Lily of the Eternal Weave,Unyielding Netherprism,JxvTZRjBMhWYr82p,21
51,Rìckylock,Warlock,Destruction,Diabolist,10155259.822779,272428,729,Kazzak,Project,Diamantine Voidcore,Astral Antenna,QKGd94HYjT1trwFq,57
52,Styffenwl,Warlock,Destruction,Diabolist,10147733.721237,261921,729,Blackhand,NonSense,Astral Antenna,Diamantine Voidcore,1BQbg8kmLMyjHfNJ,51
53,Шаттомпро,Warlock,Destruction,Diabolist,10147480.039781,280533,729,Ревущий фьорд,Гнев Анархии,Azhiccaran Parapodia,Diamantine Voidcore,JCH1Z8fLYcg32dWQ,28
54,Hannilock,Warlock,Destruction,Diabolist,10146443.661655,244851,729,Draenor,Ascendance,Diamantine Voidcore,Azhiccaran Parapodia,7Vt3LwNdm2bQpYRX,28
55,Firekatseven,Warlock,Destruction,Diabolist,10145443.039887,264773,728,Twisting Nether,Method,Azhiccaran Parapodia,Diamantine Voidcore,hfzMxFgQJLvKtkwW,26
56,Шаттомбро,Warlock,Destruction,Diabolist,10143305.160862,260751,729,Ревущий фьорд,Гнев Анархии,Diamantine Voidcore,Azhiccaran Parapodia,HZYvPxgLRnABVrhz,26
57,Аманигпт,Shaman,Elemental,,10110401.313698,251656,729,Ревущий фьорд,Гнев Анархии,Araz's Ritual Forge,Diamantine Voidcore,vFMdRrQkAVpH6Yn1,25
58,Nukemage,Mage,Arcane,Spellslinger,10105830.281408,259836,729,Taerar,macht DRUCK,Diamantine Voidcore,Astral Antenna,G729d4vDb8AjNKQp,1
59,Надс,Warlock,Destruction,Diabolist,10103008.483174,280909,729,Ревущий фьорд,Инвиктус,Azhiccaran Parapodia,Diamantine Voidcore,8x47rJpYLhHtwGBF,29
60,Steezkå,Warlock,Destruction,Diabolist,10097495.452291,280251,729,Silvermoon,Санаторий,Azhiccaran Parapodia,Diamantine Voidcore,Yd1wbynxPCMhQcg2,26
61,Рахманинофф,Warlock,Destruction,Diabolist,10095577.11567,264408,729,Ревущий фьорд,Гнев Анархии,Diamantine Voidcore,Azhiccaran Parapodia,gb1Ymp4dPADGrX68,29
62,Micks,Warlock,Destruction,Diabolist,10094284.665238,313073,729,Tarren Mill,Fem Udråbstegn,Diamantine Voidcore,Astral Antenna,k9bWtgMdqZCDxzp1,29
63,Pnz,Mage,Fire,Spellslinger,10087773.300765,242771,729,Tarren Mill,Drama,Diamantine Voidcore,Azhiccaran Parapodia,wWXqPa1D6z7jQnLg,32
64,Кселирия,Priest,Shadow,Archon,10083260.146051,346317,728,Гордунни,Гидеон,Araz's Ritual Forge,Diamantine Voidcore,XBJbfvZ6mgMj2GKP,4
65,Scorpylock,Warlock,Destruction,Diabolist,10082200.60989,273820,729,Blackrock,baited,Diamantine Voidcore,Azhiccaran Parapodia,qkbxdFmCwrhnBDQJ,9
66,Lugway,Warlock,Destruction,Diabolist,10081729.044975,278024,729,Archimonde,The Amazing Zoo,Azhiccaran Parapodia,Diamantine Voidcore,cFkPhK4HL1w8VDW2,27
67,Cuzdot,Warlock,Destruction,Diabolist,10076686.897602,190385,729,Hyjal,Suspicion,Azhiccaran Parapodia,Diamantine Voidcore,q9jfKQZbWz1NyP6p,30
68,Jdaweer,Shaman,Elemental,,10069073.395454,411347,725,Kazzak,Death Wish,Araz's Ritual Forge,Diamantine Voidcore,7bJtGrP2mH6YBKNf,6
69,Annsie,Rogue,Subtlety,Deathstalker,10068502.262797,191798,729,Stormscale,Vex Thal,Araz's Ritual Forge,Unyielding Netherprism,GHdptryjZgk4bKz7,27
70,Амани,Shaman,Elemental,,10066360.324714,269160,729,Свежеватель Душ,Гнев Анархии,Araz's Ritual Forge,Diamantine Voidcore,rw317jXdxDVaWpT6,69
71,Chikha,Priest,Shadow,Archon,10066112.214665,400625,729,Azjol-Nerub,,Diamantine Voidcore,Araz's Ritual Forge,g8JLPkG3thxWM6na,26
72,Fisor,Warlock,Destruction,Diabolist,10049647.775561,259099,729,Stormreaver,Tony Halme Pro Skater,Diamantine Voidcore,Azhiccaran Parapodia,qXYM3DtGyAnj9x2Z,32
73,Wrayenne,Warlock,Destruction,Diabolist,10048241.774128,251098,729,Stormreaver,Slack,Diamantine Voidcore,Azhiccaran Parapodia,WtnFKLkXah9vc2rA,21
74,Glaern,Shaman,Elemental,,10040712.907741,257210,728,Silvermoon,Deception Red,Diamantine Voidcore,Araz's Ritual Forge,TQRj1cH3F6KPAaJB,22
75,Adeliya,Priest,Shadow,Archon,10039334.05482,254105,729,Blackmoore,Burden,Astral Antenna,Araz's Ritual Forge,pgHbw3hDFYMJ8yPm,20
76,Шаттомлок,Warlock,Destruction,Diabolist,10035919.742075,269070,729,Ревущий фьорд,Гнев Анархии,Diamantine Voidcore,Azhiccaran Parapodia,6an2VGtZX3RCPkwY,24
77,Sovlock,Warlock,Destruction,Diabolist,10035770.317559,305770,729,Draenor,Equity,Azhiccaran Parapodia,Diamantine Voidcore,jdFNZHQAm3yLrtRT,25
78,Shadowylørdx,DeathKnight,Frost,Rider of the Apocalypse,10033809.399713,255178,729,Twisting Nether,Internet Friends,Unyielding Netherprism,Astral Antenna,7WPMn3X1Dah6fR2j,27
79,Cree,Warlock,Destruction,Diabolist,10027730.661693,278256,729,Blackrock,Unic,Azhiccaran Parapodia,Diamantine Voidcore,mg6FN4b1r2nyCL9w,36
80,Looqp,Priest,Shadow,Archon,10018910.250154,280747,729,Twisting Nether,The Next Step,Diamantine Voidcore,Araz's Ritual Forge,WKJqjdBg3NH27fhR,31
81,Holyæ,DeathKnight,Frost,Rider of the Apocalypse,10017385.651901,243419,729,Dalaran,Bloody Tearz,Araz's Ritual Forge,Unyielding Netherprism,RGMJAfWHL2rk9ZKQ,32
82,Tahripriest,Priest,Shadow,Archon,10012731.795096,336489,729,Kazzak,E N R A G E,Diamantine Voidcore,Araz's Ritual Forge,bJKy3BQRqWxmnf8k,67
83,Aprikano,Warlock,Destruction,Diabolist,10012103.067946,241986,729,Zirkel des Cenarius,Schwingen des Phoenix,Azhiccaran Parapodia,Diamantine Voidcore,bYxwp72j8kNrz4BT,29
84,Rikuwl,Warlock,Destruction,Diabolist,10004538.493962,241986,729,Blackhand,Schwingen des Phoenix,Diamantine Voidcore,Azhiccaran Parapodia,bYxwp72j8kNrz4BT,29
85,Zugzugmaster,Priest,Shadow,Archon,10003680.319225,401097,725,Argent Dawn,Penda Nèthl Heshlà,Diamantine Voidcore,Araz's Ritual Forge,xzwHbCRJfDh37ngN,27
86,Пшкахб,Warlock,Destruction,Diabolist,10003246.634091,277711,729,Гордунни,Шёпот,Diamantine Voidcore,Azhiccaran Parapodia,nFGYWftxNcDyA8gb,29
87,Shadowdapsi,Priest,Shadow,Archon,9993342.2769151,402896,726,Ragnaros,Synergy,Astral Antenna,Signet of the Priory,nK64Yc1GDptj2mVB,49
88,Zent,Warlock,Destruction,Diabolist,9987475.375764,251155,729,Blackhand,Retreat,Diamantine Voidcore,Azhiccaran Parapodia,Z8D4MrydKQXFf2nB,35
89,Rimenouille,Hunter,Marksmanship,Dark Ranger,9987451.6723953,258641,729,Hyjal,Nøvae,Unyielding Netherprism,Astral Antenna,aFLvzhNdyW4MTxY6,25
90,Myújìn,Warlock,Destruction,Diabolist,9986585.5403359,298444,729,Silvermoon,Hindsight,Diamantine Voidcore,Azhiccaran Parapodia,vRn3WftMaZ86yjqL,27
91,Zovac,Warlock,Destruction,Diabolist,9981188.855395,259749,729,Twisting Nether,Revolutionist,Diamantine Voidcore,Azhiccaran Parapodia,QtVJ6py2Ga8v7KWR,22
92,Fisko,Warlock,Destruction,Hellcaller,9978601.3546918,256885,728,Draenor,Проксима,Azhiccaran Parapodia,Diamantine Voidcore,g2NQZdmM8Hr7aBkp,42
93,Puckguy,Shaman,Elemental,,9971641.7005289,244865,729,Silvermoon,HKM,Araz's Ritual Forge,Diamantine Voidcore,wLtPkqCc6Q2JZpXV,40
94,Steezkasvin,Warlock,Destruction,Diabolist,9971188.19692,254154,729,Silvermoon,Санаторий,Diamantine Voidcore,Azhiccaran Parapodia,kbBJvwTLmVG19DzK,36
95,Stevejebs,Warlock,Destruction,Diabolist,9957665.4290249,252631,729,Kazzak,Гнев Анархии,Azhiccaran Parapodia,Diamantine Voidcore,2djaJtXG6wB3AYkM,22
96,Boltxpriest,Priest,Shadow,Archon,9952284.4679458,293316,729,Kazzak,Deception Red,Araz's Ritual Forge,Diamantine Voidcore,pgcqWmJkMQBf1ahA,4
97,Vanqxo,Priest,Shadow,Archon,9950448.4588258,245008,729,Turalyon,Pure,Diamantine Voidcore,Araz's Ritual Forge,nVxHhTNYz697pR3t,27
98,Майкисвин,Mage,Arcane,Spellslinger,9950300.9070329,268568,729,Ревущий фьорд,Гнев Анархии,Azhiccaran Parapodia,Diamantine Voidcore,8gVHWaLRw9ZpMdzF,27
99,Olvr,Warlock,Destruction,Diabolist,9942809.3638114,276789,729,Silvermoon,Friendly Friends,Diamantine Voidcore,Azhiccaran Parapodia,2bwVPN78vQG9FzMC,26
100,Lacynsp,Priest,Shadow,Archon,9935041.5535179,320743,729,Tarren Mill,Lost and Abandoned,Araz's Ritual Forge,Diamantine Voidcore,PjfvYyhm74kTVpWD,28
