rank,name,class,spec,hero_spec,amount,duration,ilvl,server,guild,trinket_1,trinket_2,report,fight_id
11,Plebmental,Shaman,Elemental,,8702424.6424536,206197,729,Ragnaros,Mayhem,Araz's Ritual Forge,Diamantine Voidcore,3Adc2LR8w1qYtm6z,28
12,Мусенптенчик,Druid,Balance,Druid of the Claw,8686579.4635772,157525,729,Ревущий фьорд,Гнев Анархии,Araz's Ritual Forge,Diamantine Voidcore,CzjWarTyb1JRPNHY,49
13,Snifilysmgma,Hunter,BeastMastery,Dark Ranger,8678295.4657324,207222,729,Kazzak,RCG,Unyielding Netherprism,Araz's Ritual Forge,nwFAm7argDHyX3Qd,7
14,Randire,Hunter,Marksmanship,Dark Ranger,8675078.6265911,196562,728,Gul'dan,Divinum,Unyielding Netherprism,Astral Antenna,mvDA78HWzykrL9XN,49
15,Beyõnd,Hunter,Marksmanship,Dark Ranger,8655737.8115184,222218,729,Hyjal,Zênith,Astral Antenna,Unyielding Netherprism,pFYj7ZC1MDJWvhzN,37
16,Sindrock,Hunter,BeastMastery,Dark Ranger,8644658.0282513,219176,729,Silvermoon,The Brotherhood of Might,Unyielding Netherprism,Araz's Ritual Forge,86vmfZL3bj4WAnDY,27
17,Elejulego,Shaman,Elemental,,8639246.9486708,197373,729,Argent Dawn,one last e-date,Araz's Ritual Forge,Diamantine Voidcore,gJfRWpvKhjP4GT7q,50
18,Brû,Hunter,Marksmanship,Dark Ranger,8616988.2683236,217275,729,Kazzak,Lucky Wipe,Unyielding Netherprism,Astral Antenna,KcQB6TRCymgpJZwd,57
19,Poohands,Shaman,Elemental,,8615472.9045067,218099,729,Draenor,Rhythm,Araz's Ritual Forge,Diamantine Voidcore,kM6bnJj7YcZfWPvw,57
20,Mèkras,Shaman,Elemental,,8607534.9902515,201056,729,Blackrock,Solids,Diamantine Voidcore,Araz's Ritual Forge,CY3gmxhMkBL1Fb7a,47
21,Stilldre,Hunter,Marksmanship,Dark Ranger,8561188.253389,219757,729,Blackrock,Blinded,Astral Antenna,Unyielding Netherprism,cfzpvN1Vb8ZJdLxM,33
22,Mimik,Hunter,BeastMastery,Dark Ranger,8559297.3850088,213538,729,Drak'thul,Eternal Shadows,Unyielding Netherprism,Araz's Ritual Forge,t2BZfyKRpCYkhqGM,34
23,Shamrôck,Shaman,Elemental,,8552207.4062502,198427,729,Draenor,Cutting Bread,Diamantine Voidcore,Araz's Ritual Forge,jFtLmzMBnDqghWyr,24
24,Rodhir,Shaman,Elemental,,8546086.8109518,200113,729,Tarren Mill,The Fugitives,Araz's Ritual Forge,Diamantine Voidcore,MAXxdq7QyL91bRzc,28
25,Hedwigjr,Druid,Balance,Druid of the Claw,8543835.1687215,183794,729,Kazzak,Advent,Diamantine Voidcore,Araz's Ritual Forge,8TVWqgQLtDXJPkaj,20
26,Bobbirrtwo,Hunter,BeastMastery,Dark Ranger,8534712.8902231,213852,729,Twisting Nether,Salted,Unyielding Netherprism,Sigil of the Cosmic Hunt,LjvQJgMYwzxd6XV2,33
27,Spiritvalc,Shaman,Elemental,,8529475.1649803,230179,729,Tarren Mill,Phoenix,Araz's Ritual Forge,Diamantine Voidcore,BqnGRMmHPpwJFC3y,35
28,Zydr,Druid,Balance,Druid of the Claw,8513729.8443546,193581,729,Silvermoon,Phoenix,Araz's Ritual Forge,Diamantine Voidcore,CQx3TYLwFJRtk4cZ,32
29,Airponchik,Hunter,BeastMastery,Dark Ranger,8509113.570994,216948,726,Tarren Mill,Grim,Araz's Ritual Forge,Unyielding Netherprism,3QdgJAFV12K4cBtP,32
30,Jazztobakk,Hunter,BeastMastery,Dark Ranger,8481055.3611619,280359,728,Draenor,,Araz's Ritual Forge,Unyielding Netherprism,z3FJdN21XhtngTRx,43
31,Bobbirr,Hunter,BeastMastery,Dark Ranger,8473585.1703905,201273,729,Twisting Nether,Salted,Unyielding Netherprism,Sigil of the Cosmic Hunt,brdAFqxH41ycJzkw,40
32,Майкинемаг,Hunter,BeastMastery,Dark Ranger,8448498.9421704,209391,729,Ревущий фьорд,Гнев Анархии,Araz's Ritual Forge,Unyielding Netherprism,fZbjdM2GcwBAamFk,10
33,Damork,Druid,Balance,Tiger Thwap! (Unknown),8441463.6855611,203817,729,Eredar,constant,Araz's Ritual Forge,Diamantine Voidcore,9bkprXWm1NBHTJqF,33
34,Ashyn,Hunter,Marksmanship,Dark Ranger,8439441.9888214,214338,729,Blackmoore,My Way to Skill,Unyielding Netherprism,Screams of a Forgotten Sky,b3BZFT2G7KPxrWAm,31
35,Hyllee,Hunter,BeastMastery,Dark Ranger,8437169.9922951,202468,729,Ragnaros,Mayhem,Unyielding Netherprism,Araz's Ritual Forge,4cHNzxCvR169Lqk3,35
36,Aimjob,Hunter,BeastMastery,Dark Ranger,8430656.7121822,214945,729,Silvermoon,Deception,Unyielding Netherprism,Araz's Ritual Forge,GXgJCP7hbp1K8zmF,51
37,Chrisums,Druid,Balance,Druid of the Claw,8430309.5994775,182187,729,Turalyon,Pure,Diamantine Voidcore,Araz's Ritual Forge,4TNpwZP2gMWtF7zx,20
38,Choccybiccy,Hunter,BeastMastery,Dark Ranger,8427675.6702039,202513,729,Twisting Nether,Raze,Unyielding Netherprism,Araz's Ritual Forge,FQwWph1ALGKR62Zf,41
39,Zoophobe,Hunter,Marksmanship,Dark Ranger,8405474.7944423,217214,729,Tarren Mill,Husk at Crit,Screams of a Forgotten Sky,Unyielding Netherprism,6pCcJr2P3RG4aMgb,52
40,Domidon,Hunter,BeastMastery,Dark Ranger,8403804.2174284,204058,729,Kazzak,Discoveries,Unyielding Netherprism,Araz's Ritual Forge,mzQDNHW6LvRVcFCM,30
41,Surarexd,Druid,Balance,Tiger Thwap! (Unknown),8402482.9294824,200404,729,Shattered Hand,Discoveries,Araz's Ritual Forge,Diamantine Voidcore,drZjVLhk7KBT4AR3,8
42,Izé,Hunter,BeastMastery,Dark Ranger,8399900.982943,200622,728,Stormscale,Vex Thal,Astral Antenna,Unyielding Netherprism,fgwDTKXGcztp94CY,27
43,Patricksh,Shaman,Elemental,,8388344.0771254,201853,729,Blackhand,Northern Sky,Diamantine Voidcore,Araz's Ritual Forge,ytD1jdvBXHJmgfkR,35
44,Raizzx,Hunter,Marksmanship,Dark Ranger,8383835.9094085,234724,729,Ragnaros,Invalid Target,Unyielding Netherprism,Sigil of the Cosmic Hunt,TcX64bvVPxyCBdhD,51
45,Sintry,Hunter,BeastMastery,Dark Ranger,8381281.7293241,200934,729,Tarren Mill,RETRY,Araz's Ritual Forge,Unyielding Netherprism,1nv6yabHQz2VqRm7,28
46,Battletroll,Hunter,BeastMastery,Dark Ranger,8379878.779611,208917,729,Blackhand,Northern Sky,Araz's Ritual Forge,Unyielding Netherprism,ctMKG8V3WwvDnxaz,40
47,Catsavage,Druid,Feral,Druid of the Claw,8372044.4891953,199127,728,Ravencrest,Northstar,Improvised Seaforium Pacemaker,Araz's Ritual Forge,zGn4AybVh8tR3Xk7,32
48,Poisonshot,Hunter,BeastMastery,Dark Ranger,8371574.8755301,219531,729,Twisting Nether,The Next Step,Araz's Ritual Forge,Unyielding Netherprism,xhytV1AbnNGBrMwp,31
49,Таксиубийца,Evoker,Augmentation,Chronowarden,8368820.2801767,199160,729,Ревущий фьорд,Гнев Анархии,Diamantine Voidcore,Araz's Ritual Forge,Vf6mrcvhFANb8PTH,34
50,Некролейс,Hunter,BeastMastery,Dark Ranger,8364506.7219041,221589,729,Гордунни,Кайзер,Unyielding Netherprism,Araz's Ritual Forge,9XZdzBfjGxLkAVvq,33
51,Clunks,Druid,Balance,Druid of the Claw,8362261.5423197,199375,729,Blackrock,Pull bei Eins,Araz's Ritual Forge,Astral Antenna,YZ3x46fHrdyhzMCQ,36
52,Netherax,Shaman,Elemental,,8351737.3749334,219583,729,Ragnaros,Noctis,Araz's Ritual Forge,Diamantine Voidcore,qJFXHrypmMb41dgf,30
53,Syrm,Shaman,Elemental,,8344275.156714,203077,729,Dalaran,GUSSED,Diamantine Voidcore,Araz's Ritual Forge,QMApN3Hn1rbLymRz,44
54,Kunga,Hunter,Marksmanship,Dark Ranger,8341984.7520842,237016,727,Burning Steppes,The Usurpers,Unyielding Netherprism,Astral Antenna,vgJdAMD3mQpqKZ71,34
55,Fermoza,Shaman,Elemental,,8341579.006772,200236,729,Bloodfeather,Infected Nation,Araz's Ritual Forge,Diamantine Voidcore,bzmBy7gtLpVkq4Cr,49
56,Patrioi,Shaman,Elemental,,8338157.2876913,224296,729,Antonidas,Copium,Diamantine Voidcore,Araz's Ritual Forge,kwRhxpF1Dmcrgfqj,33
57,Glaern,Shaman,Elemental,,8331908.2753014,204198,729,Silvermoon,Deception Red,Diamantine Voidcore,Araz's Ritual Forge,2qVzxMyP46htCLkv,32
58,Clëmsy,Hunter,BeastMastery,Dark Ranger,8331753.778405,270683,729,Archimonde,WarGuilds,Ara-Kara Sacbrood,Unyielding Netherprism,Q6NG7qLPRCH819Yz,25
59,Weberkraut,Shaman,Elemental,,8326743.3640422,204718,729,Stormscale,Deposit Coin,Araz's Ritual Forge,Diamantine Voidcore,Z6BTK1qvfV3aN4pJ,32
60,Zintru,Druid,Balance,Druid of the Claw,8322813.7290953,193079,729,Tarren Mill,Persistence,Diamantine Voidcore,Araz's Ritual Forge,jnYgm9yLpzP8fwJN,36
61,Snooze,Evoker,Augmentation,Scalecommander,8308725.3939694,197858,728,Zirkel des Cenarius,Schwingen des Phoenix,Lily of the Eternal Weave,Diamantine Voidcore,cwZX1VzRfgKAaQMT,33
62,Steezkä,Hunter,BeastMastery,Dark Ranger,8307405.1215103,199160,729,Silvermoon,Санаторий,Unyielding Netherprism,Araz's Ritual Forge,Vf6mrcvhFANb8PTH,34
63,Meowni,Druid,Balance,Tiger Thwap! (Unknown),8306777.8719087,185321,729,Twisting Nether,Reflection,Araz's Ritual Forge,Diamantine Voidcore,TvrdnPMFhAGaBCkR,36
64,Cotti,Druid,Balance,Druid of the Claw,8306172.2764153,185243,729,Tarren Mill,Hatewatching,Araz's Ritual Forge,Diamantine Voidcore,KL2dRGg7wFfCNWAj,28
65,Dufhunter,Hunter,BeastMastery,Dark Ranger,8299334.7819208,202266,729,Draenor,Huhuholics,Improvised Seaforium Pacemaker,Unyielding Netherprism,2PZLXkfp1yjdY8TN,36
66,Kitzuh,Druid,Balance,Unknown Cluster 4 (Unknown),8296223.5067335,187793,729,Tarren Mill,Mental Apocalypse,Araz's Ritual Forge,Diamantine Voidcore,VLptv4MrXAD823mN,46
67,Chiccohunt,Hunter,BeastMastery,Dark Ranger,8292630.6052426,210428,729,Silvermoon,Проксима,Unyielding Netherprism,Araz's Ritual Forge,D6xAdzhQ17CRN4Gt,67
68,Tonytpoggers,Hunter,Marksmanship,Dark Ranger,8283189.4915254,203550,729,Twisting Nether,Competence Optional,Unyielding Netherprism,Araz's Ritual Forge,VQT3f7KC8cknBDXr,38
69,Navîsha,Druid,Balance,Tiger Thwap! (Unknown),8277486.51302,188441,729,Ysondre,Raize,Araz's Ritual Forge,Diamantine Voidcore,8Xtq6GdT1r2BLyYH,29
70,Huntalesz,Hunter,BeastMastery,Dark Ranger,8274035.826707,268124,729,Blackhand,Northwind,Araz's Ritual Forge,Unyielding Netherprism,F1ZnyXQw6VCfvPDR,14
71,Looqd,Druid,Balance,Tiger Thwap! (Unknown),8273709.2080284,199641,729,Twisting Nether,The Next Step,Diamantine Voidcore,Araz's Ritual Forge,JLRFbDjt6qzWV4Xk,38
72,Trinvoker,Evoker,Augmentation,Scalecommander,8269141.7125577,179229,729,Turalyon,Reflection,Lily of the Eternal Weave,Diamantine Voidcore,dcH6ky7tDYAZ2Mz8,22
73,Гримджокс,Shaman,Elemental,,8265914.0086769,206986,729,Ревущий фьорд,Гнев Анархии,Diamantine Voidcore,Araz's Ritual Forge,HZYvPxgLRnABVrhz,37
74,Niffebóòm,Druid,Balance,Unknown Cluster 4 (Unknown),8262274.5803065,204971,729,Ragnaros,Unnecessary Flame,Araz's Ritual Forge,Diamantine Voidcore,LjYZXQAt2w48MKcx,39
75,Twisthex,Shaman,Elemental,,8260487.0472009,227750,729,Kazzak,Meaningful Choice,Lily of the Eternal Weave,Diamantine Voidcore,AW7wdtXh6b1cDrqk,34
76,Авеллиан,Rogue,Assassination,Deathstalker,8259452.5488616,198520,729,Ревущий фьорд,Лё Резистанс,Astral Antenna,Unyielding Netherprism,qHZk64hQBcWafyCG,41
77,Autohardshot,Hunter,BeastMastery,Dark Ranger,8256476.3138727,214176,729,Blackmoore,Spirits Rising,Araz's Ritual Forge,Unyielding Netherprism,YLgj9mhJdtN3AczB,12
78,Годспд,Shaman,Elemental,,8255761.9747998,213490,729,Ревущий фьорд,Райдо,Araz's Ritual Forge,Diamantine Voidcore,8HzGmvF9RaprTgYV,30
79,Parijan,Hunter,BeastMastery,Dark Ranger,8255633.0027178,213037,729,Draenor,The Fugitives,Araz's Ritual Forge,Unyielding Netherprism,HRNr9JgYWp2LZTv3,36
80,Zilsar,Hunter,BeastMastery,Dark Ranger,8252916.6130577,209853,725,Draenor,Wiping As Intended,Unyielding Netherprism,Araz's Ritual Forge,Z3HWJKP8arcjpnxL,6
81,Ojamahunter,Hunter,BeastMastery,Dark Ranger,8252825.8905748,201471,729,Blackhand,Retreat,Empowering Crystal of Anub'ikkaj,Unyielding Netherprism,jqxyzWTYC8KJGp3L,44
82,Аманигпт,Shaman,Elemental,,8252467.5111038,212765,729,Ревущий фьорд,Гнев Анархии,Araz's Ritual Forge,Diamantine Voidcore,vFMdRrQkAVpH6Yn1,36
83,Îmblue,Shaman,Elemental,,8249018.2146974,221195,729,Antonidas,SB Menagerie,Araz's Ritual Forge,Diamantine Voidcore,KzWNL6YxJhXVqnjy,38
84,Shamanito,Shaman,Elemental,,8246660.7924412,198551,729,Hyjal,Blue Castle,Araz's Ritual Forge,Diamantine Voidcore,BrftDCRAVjFM4P6X,17
85,Rektlolumad,Shaman,Elemental,,8244998.705809,214806,729,Blackrock,NonSense,Araz's Ritual Forge,Diamantine Voidcore,Y8n4g1Pf9b6CtJAr,50
86,Drakzon,Hunter,BeastMastery,Dark Ranger,8244352.5650168,217367,729,Blackmoore,Alteracs Legacy,Unyielding Netherprism,Araz's Ritual Forge,36xgMjKWZ1XpQPNV,34
87,Kadydr,Druid,Balance,Tiger Thwap! (Unknown),8242300.0847337,204169,729,Blackhand,My Way to Skill,Araz's Ritual Forge,Diamantine Voidcore,Layx9KjBpZXfhgR3,24
88,Ashamy,Shaman,Elemental,,8239722.9552207,209338,729,Blackhand,Wild Things,Diamantine Voidcore,Araz's Ritual Forge,NQLxn1YjcmJKF26b,49
89,Lorlykæft,Druid,Balance,Tiger Thwap! (Unknown),8230889.1654223,174783,729,Draenor,Reflection,Diamantine Voidcore,Araz's Ritual Forge,aPJhHq7Vbw6nFtRN,14
90,Entelligans,Mage,Arcane,Spellslinger,8229831.945617,206094,729,Blackhand,Myth,Azhiccaran Parapodia,Diamantine Voidcore,vVcNY49R6DdGHBJm,41
91,Ghadraas,Shaman,Elemental,,8228409.1461062,246225,729,Sanguino,High Quality,Araz's Ritual Forge,Diamantine Voidcore,3jLp21CgBR7KvAZw,46
92,Hansw,Hunter,Marksmanship,Dark Ranger,8226791.3209985,212029,729,Blackhand,Easy Katka,Astral Antenna,Unyielding Netherprism,HrkwnZfFhWcKC2VG,31
93,Bîstand,Hunter,BeastMastery,Dark Ranger,8224744.5521908,209855,729,Ragnaros,Sabotage,Unyielding Netherprism,Araz's Ritual Forge,71zfwWa3RT6KNGbc,12
94,Шаттомх,Hunter,BeastMastery,Dark Ranger,8220518.5553662,210074,729,Ревущий фьорд,Гнев Анархии,Araz's Ritual Forge,Unyielding Netherprism,gb1Ymp4dPADGrX68,40
95,Cruzzi,Hunter,BeastMastery,Dark Ranger,8218135.6344424,291106,729,Ysondre,Suspicion,Araz's Ritual Forge,Unyielding Netherprism,q8TJBZCQxGAr7YwP,48
96,Qenjua,Hunter,BeastMastery,Dark Ranger,8210550.5808195,204969,729,Sylvanas,Hatewatching,Araz's Ritual Forge,Unyielding Netherprism,7XGjw2FWtDnapVT3,53
97,Fandetuning,Hunter,BeastMastery,Dark Ranger,8208112.2090261,210500,729,Hyjal,Quichons,Improvised Seaforium Pacemaker,Unyielding Netherprism,dwan2hL4JNWgzkQf,32
98,Taumero,Hunter,BeastMastery,Dark Ranger,8207985.3994063,206156,729,Blackhand,ready,Unyielding Netherprism,Araz's Ritual Forge,kNqDaLm3y4zMKthH,37
99,Shocktail,Shaman,Elemental,,8204738.5962046,232598,729,Tarren Mill,Catalyst,Diamantine Voidcore,Araz's Ritual Forge,vJWqNcx82ry3AzwZ,35
100,Varàs,Hunter,BeastMastery,Dark Ranger,8203771.5947221,219938,729,Blackrock,TeamSpirit,Unyielding Netherprism,Araz's Ritual Forge,pAWxMNHbK1rLmzf9,61
